,projectid,projectname,countryname,projectmodality,status,approvalno,approvaldate,sector1,sector1a,safe_env,safe_ind,safe_res,countrycode,region,closingdate_initial,closingdate_final,totalcost_initial,totalcost_final,matchingresult,duration_initial,duration_final,delay,cost_overrun,cost_overrun_mark,delay_mark,closing_year,approval_year,year_for_plr,totalcost_initial_adj1_plr,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,totalcost_initial_adj,totalcost_final_adj,project_size,env_risk,soc_risk,risk_category
224,40626-013,Yunnan  Integrated Road Network Development Project,China,Loan | Technical Assistance,Closed,2709 | 7673,2010-12-02,Transportation,Road transport (non-urban),A,A,A,PRC,East Asia,2016-06-30,2016-10-14,1753.0,1879.09,matched,5.6,5.9,0.3,126.08999999999992,True,True,2016,2010,2010,3563.8,4522.65,2016,3222.67,3518.36,4522.65,3518.36,mega,1,1,Both
225,40642-013,Guangxi Wuzhou Urban Development Project,China,Loan,Closed,2491,2008-12-15,Transportation,Urban roads and traffic management ,A,C,A,PRC,East Asia,2014-12-31,2017-07-31,263.34,242.73,matched,6.0,8.6,2.6,-20.609999999999985,False,True,2017,2008,2008,576.45,781.59,2017,406.07,425.68,781.59,425.68,large,1,1,Both
226,40643-013,Xinjiang Urban Transport and Environmental Improvement Project (formerly Xinjiang Urban Transport Infrastructure Development),China,Loan,Closed,2526,2009-06-29,Transportation,Urban roads and traffic management ,A,A,A,PRC,East Asia,2014-12-31,2015-06-26,187.2,149.0,matched,5.5,6.0,0.5,-38.19999999999999,False,True,2015,2009,2009,405.69,550.51,2015,245.38,271.85,550.51,271.85,large,1,1,Both
227,40648-013,MFF - Infrastructure Development Investment Program for Tourism (Facility Concept),India,Loan,Closed,46,2010-09-28,Water,,A,C,C,IND,South Asia,2017-12-31,2018-12-06,62.61,44.29,matched,7.3,8.2,0.9,-18.32,False,True,2018,2010,2010,195.45,293.95,2018,151.26,154.9,293.95,154.9,medium,1,0,Environmental Only
228,40648-023,Infrastructure Development Investment Program for Tourism - Tranche 1,India,Loan,Closed,2676,2010-10-04,Transportation,Urban roads and traffic management ,B,C,C,IND,South Asia,2017-06-30,2019-03-27,62.03,63.68,matched,6.7,8.5,1.7,1.6499999999999986,True,True,2019,2010,2010,193.63,291.21,2019,223.06,223.06,291.21,223.06,medium,1,0,Environmental Only
229,40648-033,Infrastructure Development Investment Program for Tourism - Tranche 2,India,Loan,Closed,2833,2011-12-15,Transportation,Urban roads and traffic management ,B,C,B,IND,South Asia,2017-12-31,2018-12-06,62.61,44.29,matched,6.0,7.0,0.9,-18.32,False,True,2018,2011,2011,192.95,266.88,2018,151.26,154.9,266.88,154.9,medium,1,1,Both
230,40648-034,Infrastructure Development Investment Program for Tourism - Tranche 3,India,Loan,Closed,3223,2014-12-11,Transportation,Urban roads and traffic management ,B,C,B,IND,South Asia,2017-12-31,2018-12-06,62.61,44.29,matched,3.1,4.0,0.9,-18.32,False,True,2018,2014,2014,209.18,244.3,2018,151.26,154.9,244.3,154.9,medium,1,1,Both
231,41022-022,Second Small Towns Water Supply and Sanitation Sector Project,Nepal,Grant,Closed,157,2009-09-17,Water,Urban sanitation ,B,B,B,NEP,South Asia,2016-03-31,2019-03-18,76.14,71.88,matched,6.5,9.5,3.0,-4.260000000000005,False,True,2019,2009,2009,326.55,783.86,2019,254.55,254.55,783.86,254.55,large,1,1,Both
232,41116-023,MFF - Jammu and Kashmir Urban Sector Development Investment Program (Subproject 1),India,Loan,Closed,2331,2007-06-04,Transportation,Urban roads and traffic management ,B,A,A,IND,South Asia,2012-10-31,2017-11-02,64.9,60.33,matched,5.4,10.4,5.0,-4.570000000000007,False,True,2017,2007,2007,222.8,432.87,2017,190.1,202.23,432.87,202.23,medium,1,1,Both
233,41116-033,Jammu and Kashmir Urban Sector Development Investment Program - Tranche 2,India,Loan,Closed,2925,2012-10-26,Transportation,Urban roads and traffic management ,B,C,A,IND,South Asia,2017-03-31,2018-02-08,181.1,150.98,matched,4.4,5.3,0.9,-30.120000000000005,False,True,2018,2012,2012,610.67,782.56,2018,515.61,528.01,782.56,528.01,large,1,1,Both
234,41116-043,Jammu and Kashmir Urban Sector Development Investment Program - Tranche 3,India,Loan,Closed,3132,2014-06-18,Water,Urban sewerage ,B,C,B,IND,South Asia,2017-03-31,2018-02-08,94.0,73.9,matched,2.8,3.6,0.9,-20.09999999999999,False,True,2018,2014,2014,314.06,366.79,2018,252.38,258.45,366.79,258.45,medium,1,1,Both
235,41121-023,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program - Tranche 1,Kazakhstan,Loan,Closed,2503,2008-12-30,Transportation,Road transport (non-urban),B,C,A,KAZ,Central and West Asia,2020-07-15,2016-08-01,1480.0,1067.17,matched,11.5,7.6,-4.0,-412.8299999999999,False,False,2016,2008,2008,3147.9,8717.4,2016,3286.65,4296.29,8717.4,4296.29,mega,1,1,Both
236,41121-033,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program - Tranche 2,Kazakhstan,Loan,Closed,2562,2009-10-07,Transportation,Road transport (non-urban),A,C,A,KAZ,Central and West Asia,2015-06-30,2015-10-22,220.0,218.65,matched,5.7,6.0,0.3,-1.3499999999999943,False,True,2015,2009,2009,551.39,1458.53,2015,482.16,716.24,1458.53,716.24,mega,1,1,Both
237,41121-043,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program - Tranche 3,Kazakhstan,Loan,Closed,2697 | 8251,2010-11-15,Transportation,Road transport (non-urban),A,C,B,KAZ,Central and West Asia,2013-12-31,2016-08-01,281.0,269.31,matched,3.1,5.7,2.6,-11.689999999999998,False,True,2016,2010,2010,595.74,1318.23,2016,829.42,1084.21,1318.23,1084.21,mega,1,1,Both
238,41121-053,CAREC Transport Corridor 1 (Zhambyl Oblast Section) Investment Program - Tranche 4,Kazakhstan,Loan,Closed,2735,2011-02-21,Transportation,Road transport (non-urban),B,C,B,KAZ,Central and West Asia,2014-12-31,2015-04-27,130.76,122.89,matched,3.9,4.2,0.3,-7.86999999999999,False,True,2015,2011,2011,233.55,428.72,2015,271.0,402.56,428.72,402.56,medium,1,1,Both
239,41123-013,Road Asset Management Project,Cambodia,Grant | Loan,Closed,0104 | 2406 | 8242,2008-01-21,Transportation,Road transport (non-urban),B,C,C,CAM,Southeast Asia,2013-12-31,2015-04-15,58.36,47.62,matched,5.9,7.2,1.3,-10.740000000000002,False,True,2015,2008,2008,186.53,260.71,2015,136.45,150.99,260.71,150.99,medium,1,0,Environmental Only
240,41127-013,Bihar State Highways Project (formerly Bihar State Roads Investment Program),India,Loan | Technical Assistance,Closed,2443 | 7130,2008-09-18,Transportation,Road transport (non-urban),B,B,A,IND,South Asia,2012-07-31,2013-01-28,468.0,450.6,matched,3.9,4.4,0.5,-17.399999999999977,False,True,2013,2008,2008,1713.23,3048.32,2013,1576.91,1903.04,3048.32,1903.04,mega,1,1,Both
241,41414-023,Greater Mekong Subregion Ben Luc-Long Thanh Expressway Project,Viet Nam,Loan,Closed,53,2010-12-14,Transportation,,A,C,A,VIE,Southeast Asia,2017-12-31,2019-12-05,627.7,383.2,matched,7.0,9.0,1.9,-244.50000000000009,False,True,2019,2010,2010,2009.8,3183.09,2019,1228.29,1228.29,3183.09,1228.29,mega,1,1,Both
242,41414-043,Greater Mekong Subregion Ben Luc-Long Thanh Expressway Project - Tranche 1,Viet Nam,Loan,Closed,2730,2010-12-10,Transportation,Road transport (non-urban),A,C,A,VIE,Southeast Asia,2017-12-31,2019-12-05,627.7,383.2,matched,7.1,9.0,1.9,-244.50000000000009,False,True,2019,2010,2010,2009.8,3183.09,2019,1228.29,1228.29,3183.09,1228.29,mega,1,1,Both
243,41414-063,Greater Mekong Subregion Ben Lucâ€“Long Thanh Expressway Project â€“ Tranche 2,Viet Nam,Loan,Closed,3391,2016-05-20,Transportation,Urban roads and traffic management,A,C,A,VIE,Southeast Asia,2017-12-31,2019-12-05,627.7,383.2,matched,1.6,3.5,1.9,-244.50000000000009,False,True,2019,2016,2016,1921.96,2128.93,2019,1228.29,1228.29,2128.93,1228.29,mega,1,1,Both
244,41433-013,Transport Connections in Northern Mountainous Provinces Project,Viet Nam,Grant | Loan,Closed,2789,2011-09-30,Transportation,Road transport (non-urban),B,A,B,VIE,Southeast Asia,2017-06-30,2018-08-21,108.89,96.02,matched,5.7,6.9,1.1,-12.870000000000005,False,True,2018,2011,2011,322.95,421.27,2018,298.28,305.51,421.27,305.51,medium,1,1,Both
245,41462-013,"Comprehensive Socioeconomic Urban Development Project in Viet Tri, Hung Yen and Dong Dang",Viet Nam,Loan,Closed,2826,2011-12-08,Transportation,Urban roads and traffic management ,B,B,A,VIE,Southeast Asia,2017-06-30,2018-02-26,115.33,97.27,matched,5.6,6.2,0.7,-18.06,False,True,2018,2011,2011,342.05,446.19,2018,302.17,309.49,446.19,309.49,medium,1,1,Both
246,41598-023,MFF -National Capital Region Urban Infrastructure Financing Facility -Tranche 1,India,Loan,Closed,2660,2010-08-18,Transportation,Multimodal logistics ,C,C,C,IND,South Asia,2014-12-31,2017-05-31,78.0,60.0,matched,4.4,6.8,2.4,-18.0,False,True,2017,2010,2010,243.49,366.2,2017,189.06,201.13,366.2,201.13,medium,0,0,No Risk
247,41614-023,Assam Power Sector Enhancement Investment Program - Tranche 1,India,Loan | Technical Assistance,Closed,2592 | 7378,2009-11-18,Energy,Electricity transmission and distribution,B,B,B,IND,South Asia,2014-02-28,2018-03-31,95.0,64.56,matched,4.3,8.4,4.1,-30.44,False,True,2018,2009,2009,337.21,560.53,2018,220.48,225.78,560.53,225.78,large,1,1,Both
248,41614-033,MFF - Assam Power Sector Enhancement Investment Program - Tranche 2,India,Loan,Closed,2677,2010-10-05,Energy,Electricity transmission and distribution,B,C,B,IND,South Asia,2013-11-30,2018-08-20,152.6,77.41,matched,3.2,7.9,4.7,-75.19,False,True,2018,2010,2010,476.36,716.42,2018,264.36,270.72,716.42,270.72,large,1,1,Both
249,41614-035,Assam Power Sector Enhancement Investment Program - Tranche 3,India,Loan,Closed,2800,2011-11-04,Energy,Electricity transmission and distribution,B,C,B,IND,South Asia,2014-12-31,2018-03-05,73.0,34.54,matched,3.2,6.3,3.2,-38.46,False,True,2018,2011,2011,224.98,311.18,2018,117.96,120.8,311.18,120.8,medium,1,1,Both
250,41614-036,Assam Power Sector Enhancement Investment Program - Tranche 4,India,Loan,Closed,3200,2014-11-25,Energy,Electricity transmission and distribution,B,C,B,IND,South Asia,2019-06-30,2019-12-24,68.17,45.06,matched,4.6,5.1,0.5,-23.11,False,True,2019,2014,2014,227.76,266.0,2019,157.84,157.84,266.0,157.84,medium,1,1,Both
251,41627-023,MFF - Himachal Pradesh Clean Energy Development Investment Program  (Tranche 1),India,Loan,Closed,2461,2008-10-27,Energy,Large hydropower generation,A,B,A,IND,South Asia,2014-06-30,2017-12-21,294.1,466.0,matched,5.7,9.1,3.5,171.89999999999998,True,True,2017,2008,2008,1076.63,1915.63,2017,1468.35,1562.08,1915.63,1562.08,mega,1,1,Both
252,41627-033,MFF - Himachal Pradesh Clean Energy Development Investment Program -Tranche 2,India,Loan,Closed,2596,2009-12-08,Energy,Large hydropower generation,A,B,A,IND,South Asia,2014-06-30,2017-12-21,294.1,466.0,matched,4.6,8.0,3.5,171.89999999999998,True,True,2017,2009,2009,1043.92,1735.26,2017,1468.35,1562.08,1735.26,1562.08,mega,1,1,Both
253,41682-013,Greater Mekong Subregion Highway Expansion Project,Thailand,Loan,Closed,2608,2009-12-15,Transportation,Road transport (non-urban),B,C,B,THA,Southeast Asia,2015-06-30,2017-01-10,179.4,145.13,matched,5.5,7.1,1.5,-34.27000000000001,False,True,2017,2009,2009,519.01,636.41,2017,397.69,407.46,636.41,407.46,large,1,1,Both
254,42017-013,Second Heilongjiang Road Network Development Project,China,Loan,Closed,2631,2010-04-20,Transportation,Road transport (non-urban),A,B,A,PRC,East Asia,2015-06-30,2016-01-13,998.15,982.54,matched,5.2,5.7,0.5,-15.610000000000014,False,True,2016,2010,2010,2029.21,2575.17,2016,1685.07,1839.68,2575.17,1839.68,mega,1,1,Both
255,42018-013,Anhui Integrated Transport Sector Improvement Project,China,Loan,Closed,2600,2009-12-10,Transportation,Road transport (non-urban),A,C,A,PRC,East Asia,2015-12-31,2016-06-21,1355.0,1151.3,matched,6.1,6.5,0.5,-203.70000000000005,False,True,2016,2009,2009,2936.45,3984.7,2016,1974.5,2155.67,3984.7,2155.67,mega,1,1,Both
256,42039-034,Power Transmission Investment Program - Tranche 1,Viet Nam,Loan,Closed,2848,2011-12-29,Energy,Electricity transmission and distribution ,B,C,A,VIE,Southeast Asia,2015-12-31,2017-09-29,155.77,112.9,matched,4.0,5.8,1.7,-42.870000000000005,False,True,2017,2011,2011,461.99,602.64,2017,350.21,371.71,602.64,371.71,large,1,1,Both
257,42039-035,Power Transmission Investment Program - Tranche 2,Viet Nam,Loan,Closed,2959,2012-12-05,Energy,Electricity transmission and distribution ,B,B,A,VIE,Southeast Asia,2016-11-30,2017-09-29,460.97,238.08,matched,4.0,4.8,0.8,-222.89,False,True,2017,2012,2012,1345.24,1608.77,2017,738.51,783.84,1608.77,783.84,mega,1,1,Both
258,42052-022,CAREC Corridor 3 (Dushanbe-Uzbekistan Border) Improvement Project,Tajikistan,Grant,Closed,245,2011-01-18,Transportation,Road transport (non-urban),A,C,A,TAJ,Central and West Asia,2015-07-31,2016-08-08,154.3,148.21,matched,4.5,5.6,1.0,-6.090000000000003,False,True,2016,2011,2011,454.6,692.09,2016,547.56,638.78,692.09,638.78,large,1,1,Both
259,42085-013,Power Transmission Enhancement Project,Azerbaijan,Loan,Closed,2437,2008-09-10,Energy,Electricity transmission and distribution,B,C,C,AZE,Central and West Asia,2012-06-30,2014-06-16,240.0,187.2,matched,3.8,5.8,2.0,-52.80000000000001,False,True,2014,2008,2008,569.03,907.03,2014,416.67,566.64,907.03,566.64,large,1,0,Environmental Only
260,42094-022,MFF - Energy Sector Development Investment Program - Tranche 1,Afghanistan,Grant,Closed,134,2008-12-02,Energy,Electricity transmission and distribution ,B,C,B,AFG,South Asia,2014-06-30,2019-09-30,86.5,84.371,matched,5.6,10.8,5.3,-2.129000000000005,False,True,2019,2008,2008,302.22,451.63,2019,438.92,438.92,451.63,438.92,medium,1,1,Both
261,42094-032,MFF - Energy Sector Development Investment Program - Tranche 2,Afghanistan,Grant,Closed,184,2009-12-03,Energy,Electricity transmission and distribution ,B,C,B,AFG,Central and West Asia,2014-06-30,2019-09-30,86.5,84.371,matched,4.6,9.8,5.3,-2.129000000000005,False,True,2019,2009,2009,300.55,459.07,2019,438.92,438.92,459.07,438.92,medium,1,1,Both
262,42094-075,Energy Sector Development Investment Program - Tranche 5,Afghanistan,Grant,Closed,377,2013-12-04,Energy,Electricity transmission and distribution,B,C,B,AFG,South Asia,2014-06-30,2019-09-30,86.5,84.371,matched,0.6,5.8,5.3,-2.129000000000005,False,True,2019,2013,2013,289.64,324.95,2019,438.92,438.92,324.95,438.92,medium,1,1,Both
263,42107-023,CAREC Corridor 2 Road Investment Program - Tranche 1,Uzbekistan,Loan,Closed,2635,2010-04-21,Transportation,Road transport (non-urban),B,C,C,UZB,Central and West Asia,2013-09-30,2014-12-19,146.0,101.59,matched,3.4,4.7,1.2,-44.41,False,True,2014,2010,2010,458.42,1956.69,2014,251.03,597.84,1956.69,597.84,mega,1,0,Environmental Only
264,42107-033,CAREC Corridor 2 Road Investment Program - Tranche 2,Uzbekistan,Loan,Closed,2746,2011-03-31,Transportation,Road transport (non-urban),B,C,B,UZB,Central and West Asia,2014-06-30,2017-08-11,289.0,218.57,matched,3.2,6.4,3.1,-70.43,False,True,2017,2011,2011,823.52,2890.04,2017,780.05,1154.52,2890.04,1154.52,mega,1,1,Both
265,42107-043,CAREC Corridor 2 Road Investment Program - Tranche 3,Uzbekistan,Loan,Closed,2868,2012-06-05,Transportation,Road transport (non-urban),B,C,B,UZB,Central and West Asia,2015-06-30,2018-01-09,117.0,82.17,matched,3.1,5.6,2.5,-34.83,False,True,2018,2012,2012,312.77,951.16,2018,368.4,433.15,951.16,433.15,large,1,1,Both
266,42117-013,Tianjin Integrated Gasification Combined Cycle Power Plant Project,China,Grant | Loan,Closed,0196 | 2616,2010-02-08,Energy,Conventional energy generation ,A,C,C,PRC,East Asia,2015-12-31,2017-07-19,419.59,528.41,matched,5.9,7.4,1.5,108.82,True,True,2017,2010,2010,853.02,1082.53,2017,884.0,926.69,1082.53,926.69,mega,1,0,Environmental Only
267,42145-023,North-South Road Corridor Investment Program - Tranche 1,Armenia,Loan,Closed,2561,2009-10-06,Transportation,Road transport (non-urban),B,C,C,ARM,Central and West Asia,2014-06-30,2018-02-23,70.0,69.62,matched,4.7,8.4,3.7,-0.3799999999999954,False,True,2018,2009,2009,169.05,227.94,2018,213.66,215.94,227.94,215.94,medium,1,0,Environmental Only
268,42182-013,Renewable Energy Development and Network Expansion and Rehabilitation for Remote Communes Sector Project (Formerly Renewable Energy for Remote Commune,Viet Nam,Grant | Loan | Technical Assistance,Closed,0384 | 2517 | 7262,2009-03-30,Energy,Electricity transmission and distribution ,B,A,B,VIE,Southeast Asia,2017-12-31,2019-02-22,201.02,197.17,matched,8.8,9.9,1.1,-3.8500000000000223,False,True,2019,2009,2009,653.42,1159.83,2019,632.0,632.0,1159.83,632.0,mega,1,1,Both
269,42189-012,Nurek 500 kV Switchyard Reconstruction Project,Tajikistan,Grant,Closed,124,2008-11-17,Energy,Electricity transmission and distribution,B,C,C,TAJ,Central and West Asia,2014-07-31,2017-04-03,66.9,64.61,matched,5.7,8.4,2.7,-2.2900000000000063,False,True,2017,2008,2008,201.65,438.7,2017,235.01,249.68,438.7,249.68,medium,1,0,Environmental Only
270,42252-022,Rural Renewable Energy Development Project,Bhutan,Grant,Closed,228,2010-10-29,Energy,Electricity transmission and distribution ,B,C,B,BHU,South Asia,2015-12-31,2019-04-10,24.91,24.14,matched,5.2,8.4,3.3,-0.7699999999999996,False,True,2019,2010,2010,74.11,114.99,2019,87.12,87.12,114.99,87.12,medium,1,1,Both
271,42334-013,Rural Roads Improvement Project,Cambodia,Loan,Closed,2670,2010-09-23,Transportation,Road transport (non-urban),B,B,B,CAM,Southeast Asia,2016-06-30,2016-12-13,67.0,65.59,matched,5.8,6.2,0.5,-1.4099999999999966,False,True,2016,2010,2010,210.26,274.49,2016,185.91,202.51,274.49,202.51,medium,1,1,Both
272,42334-014,Rural Roads Improvement Project II,Cambodia,Grant | Loan,Closed,0401 | 0402 | 0467 | 3151 | 8299 | 8300,2014-08-08,Transportation,Road transport (non-urban),B,C,C,CAM,Southeast Asia,2016-06-30,2016-12-13,67.0,65.59,matched,1.9,2.3,0.5,-1.4099999999999966,False,True,2016,2014,2014,192.72,219.8,2016,185.91,202.51,219.8,202.51,medium,1,0,Environmental Only
273,42358-013,Greater Mekong Subregion: Cambodia Northwest  Provincial Road Improvement Project,Cambodia,Loan,Closed,2539,2009-08-24,Transportation,Road transport (non-urban),B,C,A,CAM,Southeast Asia,2014-06-30,2015-09-08,47.89,50.48,matched,4.8,6.0,1.2,2.5899999999999963,True,True,2015,2009,2009,156.07,216.51,2015,144.64,160.05,216.51,160.05,medium,1,1,Both
274,42378-015,Power System Expansion and Efficiency Improvement Investment Program - Tranche 1,Bangladesh,Grant | Loan,Closed,2966,2012-11-28,Energy,Electricity transmission and distribution ,B,C,B,BAN,South Asia,2018-12-31,2019-12-23,400.0,322.28,matched,6.1,7.1,1.0,-77.72000000000003,False,True,2019,2012,2012,1333.93,1966.68,2019,915.05,915.05,1966.68,915.05,mega,1,1,Both
275,42378-016,Power System Expansion and Efficiency Improvement Investment Program - Tranche 2,Bangladesh,Loan,Closed,3087,2013-12-11,Energy,Electricity transmission and distribution,B,C,A,BAN,South Asia,2018-12-31,2019-12-23,400.0,322.28,matched,5.1,6.0,1.0,-77.72000000000003,False,True,2019,2013,2013,1286.19,1769.34,2019,915.05,915.05,1769.34,915.05,mega,1,1,Both
276,42378-017,Power System Expansion and Efficiency Improvement Investment Program - Tranche 3,Bangladesh,Loan,Closed,3350,2015-12-08,Energy,Electricity transmission and distribution ,A,C,B,BAN,South Asia,2018-12-31,2019-12-23,400.0,322.28,matched,3.1,4.0,1.0,-77.72000000000003,False,True,2019,2015,2015,1148.76,1412.55,2019,915.05,915.05,1412.55,915.05,mega,1,1,Both
277,42399-013,Grant 0153/Loan 2533-KGZ: CAREC Transport Corridor I (Bishkek-Torugart Road) Project 2,Kyrgyz Republic,Grant | Loan,Closed,0153 | 2533,2009-07-14,Transportation,Road transport (non-urban),B,C,C,KGZ,Central and West Asia,2014-06-30,2015-03-01,62.5,61.13,matched,5.0,5.6,0.7,-1.3699999999999974,False,True,2015,2009,2009,222.43,482.69,2015,229.63,294.14,482.69,294.14,medium,1,0,Environmental Only
278,42399-023,CAREC Transport Corridor I (Bishkek-Torugart Road) Project 3,Kyrgyz Republic,Loan,Closed,2755,2011-06-07,Transportation,Road transport (non-urban),A,C,C,KGZ,Central and West Asia,2017-12-31,2018-05-07,88.0,82.15,matched,6.6,6.9,0.3,-5.849999999999994,False,True,2018,2011,2011,258.18,415.72,2018,305.81,335.81,415.72,335.81,medium,1,0,Environmental Only
279,42401-015,Power Distribution Enhancement Investment Program - Tranche 1,Azerbaijan,Loan,Closed,3407,2016-07-19,Energy,Electricity transmission and distribution ,B,C,B,AZE,Central and West Asia,2019-06-30,2019-12-31,325.0,304.29,matched,2.9,3.4,0.5,-20.70999999999998,False,True,2019,2016,2016,1217.35,1583.76,2019,1055.85,1055.85,1583.76,1055.85,mega,1,1,Both
280,42408-043,Water Supply and Sanitation Investment Program - Tranche 3,Azerbaijan,Loan,Closed,3079,2013-12-05,Water,Urban sewerage ,B,C,B,AZE,Central and West Asia,2018-05-31,2018-12-10,198.08,186.26,matched,4.5,5.0,0.5,-11.820000000000022,False,True,2018,2013,2013,434.31,582.77,2018,600.58,599.25,582.77,599.25,large,1,1,Both
281,42513-013,Karnataka State Highway Improvement Project,India,Loan | Technical Assistance,Closed,2705 | 7667,2010-11-29,Transportation,Road transport (non-urban),B,C,A,IND,South Asia,2015-06-30,2019-04-23,462.75,429.03,matched,4.6,8.4,3.8,-33.72000000000003,False,True,2019,2010,2010,1444.54,2172.51,2019,1502.85,1502.85,2172.51,1502.85,mega,1,1,Both
282,42533-022,Hairatan to Mazar-e-Sharif Railway Project,Afghanistan,Grant,Closed,161,2009-09-30,Transportation,Rail transport (non-urban),B,C,B,AFG,Central and West Asia,2011-12-31,2013-04-05,170.0,159.0,matched,2.3,3.5,1.3,-11.0,False,True,2013,2009,2009,590.68,902.22,2013,532.4,597.31,902.22,597.31,large,1,1,Both
283,43031-013,Hunan Xiangjiang Inland Waterway Transport Project,China,Loan,Closed,2962,2012-12-07,Transportation,Water transport (non-urban),A,C,A,PRC,East Asia,2018-06-30,2019-05-27,393.32,315.65,matched,5.6,6.5,0.9,-77.67000000000002,False,True,2019,2012,2012,701.29,804.58,2019,537.15,537.15,804.58,537.15,large,1,1,Both
284,43063-013,Madhya Pradesh State Roads Project III,India,Loan | Technical Assistance,Closed,2736 | 7785,2011-03-10,Transportation,Road transport (non-urban),B,C,C,IND,South Asia,2016-06-30,2016-12-21,375.0,276.8,matched,5.3,5.8,0.5,-98.2,False,True,2016,2011,2011,1155.7,1598.51,2016,940.3,1040.03,1598.51,1040.03,mega,1,0,Environmental Only
285,43141-013,Civil Aviation Development Investment Program,Papua New Guinea,Loan,Closed,39,2009-11-24,Transportation,Air transport,B,B,B,PNG,The Pacific,2013-06-30,2016-07-15,112.0,113.3,matched,3.6,6.6,3.0,1.2999999999999972,True,True,2016,2009,2009,184.36,277.96,2016,186.49,222.87,277.96,222.87,medium,1,1,Both
286,43141-023,Civil Aviation Development Investment Program - Project 1,Papua New Guinea,Loan,Closed,2588 | 2589 | 2590,2009-12-01,Transportation,Air transport,B,B,B,PNG,Pacific,2013-06-30,2016-07-15,112.0,113.3,matched,3.6,6.6,3.0,1.2999999999999972,True,True,2016,2009,2009,184.36,277.96,2016,186.49,222.87,277.96,222.87,medium,1,1,Both
287,43171-013,Municipal Services Development Project - Phase 2,Georgia,Loan,Closed,2534,2009-07-28,Transportation,Urban roads and traffic management ,C,C,C,GEO,Central and West Asia,2014-06-30,2014-06-30,41.5,37.28,matched,4.9,4.9,0.0,-4.219999999999999,False,False,2014,2009,2009,103.13,167.15,2014,90.84,113.31,167.15,113.31,medium,0,0,No Risk
288,43322-012,Road Network Development Sector Project,Timor-Leste,Grant,Closed,180,2009-11-20,Transportation,Road transport (non-urban),B,B,B,TIM,Southeast Asia,2015-05-31,2017-12-15,52.9,53.07,matched,5.5,8.1,2.5,0.1700000000000017,True,True,2017,2009,2009,139.47,236.28,2017,145.15,150.84,236.28,150.84,medium,1,1,Both
289,43322-022,Our Roads Our Future-Supporting Local Governance and Community-Based Infrastructure Works,Timor-Leste,Grant,Closed,9142,2009-11-20,Transportation,,C,C,C,TIM,Southeast Asia,2015-05-31,2017-12-15,52.9,53.07,matched,5.5,8.1,2.5,0.1700000000000017,True,True,2017,2009,2009,139.47,236.28,2017,145.15,150.84,236.28,150.84,medium,0,0,No Risk
290,43439-023,CAREC Corridor 2 (Mangystau Oblast Sections) Investment Program - Tranche 1,Kazakhstan,Loan,Closed,2728,2010-12-20,Transportation,Road transport (non-urban),B,C,B,KAZ,Central and West Asia,2016-01-31,2016-02-29,333.0,173.45,matched,5.1,5.2,0.1,-159.55,False,True,2016,2010,2010,705.98,1562.17,2016,534.19,698.29,1562.17,698.29,mega,1,1,Both
291,43441-013,North-South Railway Project,Turkmenistan,Loan,Closed,2737,2011-03-15,Transportation,Rail transport (non-urban),B,C,C,TKM,Central and West Asia,2016-11-30,2017-03-22,166.67,132.7,matched,5.7,6.0,0.3,-33.97,False,True,2017,2011,2011,333.19,344.78,2017,302.32,319.39,344.78,319.39,medium,1,0,Environmental Only
292,43456-023,Power Sector Improvement Project (formerly Transmission and Distribution Metering Project),Kyrgyz Republic,Grant | Loan,Closed,0218 | 2671,2010-09-27,Energy,Electricity transmission and distribution,B,C,B,KGZ,Central and West Asia,2014-06-30,2019-01-09,56.0,46.59,matched,3.8,8.3,4.5,-9.409999999999997,False,True,2019,2010,2010,196.4,387.34,2019,173.79,173.79,387.34,173.79,medium,1,1,Both
293,44143-013,Subregional Transport Enhancement Project,Nepal,Grant | Loan,Closed,0225 | 2685,2010-10-27,Transportation,Road transport (non-urban),B,B,B,NEP,South Asia,2017-06-30,2018-02-05,75.9,47.95,matched,6.7,7.3,0.6,-27.950000000000003,False,True,2018,2010,2010,277.42,578.33,2018,160.87,168.42,578.33,168.42,large,1,1,Both
294,44183-013,Regional Power Transmission Enhancement Project,Georgia,Loan,Closed,2974,2012-12-17,Energy,Electricity transmission and distribution,B,C,B,GEO,Central and West Asia,2016-12-31,2017-05-12,67.0,57.1,matched,4.0,4.4,0.4,-9.9,False,True,2017,2012,2012,148.77,192.83,2017,177.28,190.79,192.83,190.79,medium,1,1,Both
295,44192-013,Bangladesh-India Electrical Grid Interconnection Project,Bangladesh,Loan,Closed,2661 | 3031,2010-08-31,Energy,Electricity transmission and distribution,B,C,A,BAN,South Asia,2014-12-31,2015-06-23,199.0,183.54,matched,4.3,4.8,0.5,-15.460000000000008,False,True,2015,2010,2010,621.53,1069.07,2015,527.11,648.15,1069.07,648.15,mega,1,1,Both
