projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
38456-033,B,C,B,PAK,Central and West Asia,Pakistan,B,B,242,156.4294998,2010,2019,4.8,3.56,,,301.55,183.43,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38456-034,B,C,B,PAK,Central and West Asia,Pakistan,B,B,245,212.8111796,2012,2019,4.05,2.31,,,271.47,236,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38456-037,C,C,C,PAK,Central and West Asia,Pakistan,B,B,167.2,135.329111,2013,2019,3.55,1.81,,,228.2,175.4,False,Energy,Conventional energy generation,na,na,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38479-034,B,B,A,INO,Southeast Asia,Indonesia,C,C,180,159.9643393,2011,2019,4.77,2.74,65,36.5,380.5,272,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176-013,A,B,A,AZE,Central and West Asia,Azerbaijan,C,C,45,31.27981782,2014,2018,3.51,0.65,,,58,37.05,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176-013,A,B,A,AZE,Central and West Asia,Azerbaijan,C,C,45,31.27981782,2014,2018,3.51,0.65,,,58,37.05,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176-023,A,C,A,AZE,Central and West Asia,Azerbaijan,C,B1,200,182.8745745,2007,2018,2.74,7.84,,,249,216.3,False,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176-043,A,C,A,AZE,Central and West Asia,Azerbaijan,C,B,200,186.5753839,2011,2018,3.05,3.04,,,250,219.84,False,Transportation,Road transport (non-urban),na,na,less than successful,highly relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory
39225-022,A,C,B,BHU,South Asia,Bhutan,A,A,38.76,38.76,2009,2016,5.64,1,,,54.32,59.16,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39265-022,A,C,C,MON,East Asia,Mongolia,B,A,6.1,6.1,2008,2016,4.68,3.55,,,112.22,61.55,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39298-013,B,C,B,BAN,South Asia,Bangladesh,B,B,133,113.0974251,2010,2019,6.64,1.91,,20.97,170,165.07,False,Water,Urban water supply,"ENE,TRA",Energy efficiency and conservation; Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39419-013,B,B,B,SRI,South Asia,Sri Lanka,B,B,162.2,144.8710936,2009,2017,4.63,3.84,,,188.2,159.1,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39630-013,B,C,C,IND,South Asia,India,B,B,76,51,2011,2015,3.32,0.13,,,122.5,86.84,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39630-023,B,B,B,IND,South Asia,India,B,B2,600,524,2008,2016,6.26,1.62,,,2542.6,2352,False,Energy,Electricity transmission and distribution,na,na,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39630-034,B,C,B,IND,South Asia,India,B,B,76,51,2011,2015,3.32,0.13,,,122.5,86.84,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40005-013,B,B,A,IND,South Asia,India,B,B,200,165.911,2009,2018,5.08,3.51,,,240.01,235.69,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40031-013,B,B,B,IND,South Asia,India,B,B,63,52.60445927,2010,2017,4.55,2.41,,,96,76.02,False,Water,Urban sewerage,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40031-033,B,B,B,IND,South Asia,India,B,B,150,117.2600219,2009,2017,5.45,3.42,,,202,179.75,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40075-023,A,A,A,PAK,Central and West Asia,Pakistan,B,B,127,84.53088073,2014,2017,3.04,0.01,39.2,33.537,150,97.75,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40075-033,A,C,A,PAK,Central and West Asia,Pakistan,B,B,282.4,138.082,2014,2018,3.7,0.35,82.4,70.51,238.3,169.08,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40075-043,A,C,A,PAK,Central and West Asia,Pakistan,B,B,87.8,50.99430634,2014,2017,3.04,0.01,39.2,33.537,150,97.75,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40198-023,A,C,A,VIE,Southeast Asia,Viet Nam,C,B,410.2,178.8391736,2008,2018,6.25,3.9,517.6,527.6,932.4,862.7,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40423-023,B,C,C,IND,South Asia,India,B,B,252,225.5371772,2012,2019,3.36,3.01,,,341,292.93,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40423-033,B,C,C,IND,South Asia,India,B,B,275,220.9276271,2013,2019,4.1,1.22,,,356.56,269.56,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40625-013,A,C,A,PRC,East Asia,China,C,C,150,148.6938814,2009,2019,5.55,4.04,,,480.27,417.18,False,Transportation,Urban roads and traffic management,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40634-013,B,C,B,PRC,East Asia,China,C,C,150,136.1288864,2010,2019,4.41,4.64,,,333.02,312.36,False,Energy,Energy utility services,na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2021,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40648-023,B,C,C,IND,South Asia,India,B,B,43.423,43.423,2010,2019,6.74,1.74,,,62.03,63.68,True,Water,Other urban services,Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40648-033,B,C,B,IND,South Asia,India,B,B,43.84,30.85472425,2011,2018,6.05,0.93,,,62.61,44.29,False,Water, Other urban services,Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41022-022,B,B,B,NEP,South Asia,Nepal,A,A,3.3,3.06309476,2009,2019,6.54,2.96,,,76.14,71.88,False,Water,Urban water supply,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41116-013,B,A,A,IND,South Asia,India,B,B,60,45.082,2014,2018,2.79,0.86,,,94,73.9,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41116-023,B,A,A,IND,South Asia,India,B,B2,42.2,37.084,2007,2017,5.41,5.01,,,64.9,60.33,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41116-033,B,C,A,IND,South Asia,India,B,B,110,78.3,2012,2018,4.43,0.86,,,181.1,150.98,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41116-043,B,C,B,IND,South Asia,India,B,B,60,45.082,2014,2018,2.79,0.86,,,94,73.9,False,Water,Urban water supply,na,na,,,,,,,,,,,,,,,,,,PVR,2021,,,,,,,,
41414-043,A,C,A,VIE,Southeast Asia,Viet Nam,C,B,350,186.4008217,2010,2019,7.03,1.93,,,627.7,383.2,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41433-013,B,A,B,VIE,Southeast Asia,Viet Nam,C,B,80,69.10667873,2011,2018,5.75,1.14,2.78,0.51,108.89,96.02,False,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41504-024,B,C,C,PNG,Pacific,Papua New Guinea,B,B,5,4.5747,2012,2018,3.2,3.41,5,4.5747,6,5.262,False,Energy,Conventional energy generation,na,na,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2023,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41548-013,A,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,30,23.76356425,2009,2018,5.75,3.09,,,37.5,30.06,False,Water,Urban sewerage,na,na,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,less than relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2020,less than successful,less than relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
41614-013,B,C,B,IND,South Asia,India,B,B,50.2,37.08,2014,2019,4.6,0.48,,,68.17,45.06,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41614-023,B,B,B,IND,South Asia,India,B,B,60.3,44.20483187,2009,2018,4.26,4.09,,,95,64.56,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41614-033,B,C,B,IND,South Asia,India,B,B,89.7,63.12139006,2010,2018,3.16,4.72,,,152.6,77.41,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41614-035,B,C,B,IND,South Asia,India,B,B,50,29.9612388,2011,2018,3.16,3.18,,,73,34.54,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41614-036,B,C,B,IND,South Asia,India,B,B,50.2,37.08,2014,2019,4.6,0.48,,,68.17,45.06,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41627-023,A,B,A,IND,South Asia,India,B,B,209.1,192.82,2008,2017,5.68,3.48,,,294.1,466,True,Energy,Large hydropower generation,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2023,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42039-034,B,C,A,VIE,Southeast Asia,Viet Nam,C,B,120.5,87.34031956,2011,2017,4.01,1.75,,,155.77,112.9,False,Energy,Electricity transmission and distribution,na,na,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2022,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
42051-023,B,C,C,PAK,Central and West Asia,Pakistan,B,B,85,44.4032841,2009,2019,2.86,6.64,25,16.57,110,69.4,False,Energy,Energy efficiency and conservation,na,na,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,unsatisfactory,less than satisfactory,satisfactory,PVR,2022,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,unsatisfactory,less than satisfactory
42094-032,B,C,B,AFG,Central and West Asia,Afghanistan,A,A,81.5,81.445016,2009,2019,4.58,5.25,,,86.5,84.371,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,less than effective,less than efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42107-023,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,455,334.3990246,2010,2018,5.19,2.53,,,552,390.68,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42145-023,B,C,C,ARM,Central and West Asia,Armenia,C,B,60,57.062,2009,2018,4.73,3.65,,,70,69.62,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2020,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42171-013,B,C,A,BAN,South Asia,Bangladesh,B,B,75,66.03970361,2011,2019,7.05,1.5,183.96,138.64,360.88,322.03,False,Water,Urban water supply,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42182-013,B,A,B,VIE,Southeast Asia,Viet Nam,C,B,154,141.3880679,2009,2019,8.76,1.15,3,1.83,201.02,197.17,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42252-022,B,C,B,BHU,South Asia,Bhutan,A,A,21.59,21.02959122,2010,2019,5.18,3.28,,,24.91,24.14,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42378-015,B,C,B,BAN,South Asia,Bangladesh,B,B,185,179.607871,2012,2019,6.05,0.98,183,5.36,400,322.28,False,Energy,Energy efficiency and conservation,na,na,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2021,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory
42391-013,B,C,B,VAN,Pacific,Vanuatu,A,A,38.87,31.88431055,2011,2019,7.05,0.98,31,27.5,39.1,34.9,False,Transportation,Urban roads and traffic management,Water,Urban sewerage,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42401-015,B,C,B,AZE,Central and West Asia,Azerbaijan,C,C,250,249.97,2016,2019,2.95,0.5,,,325,304.29,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42408-013,B,C,B,AZE,Central and West Asia,Azerbaijan,C,C,150,149.0241657,2013,2018,4.49,0.53,,,198.08,186.26,False,Water,Urban water supply; Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42408-023,B,C,B,AZE,Central and West Asia,Azerbaijan,C,B,75,74.2017932,2009,2017,3.71,4.36,,,105.93,97.14,False,Water,Urban sewerage,na,na,successful,highly relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42408-033,B,C,B,AZE,Central and West Asia,Azerbaijan,C,B,300,299.7105338,2011,2018,5.53,0.84,,,410,378.22,False,Water,Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42489-023,B,C,B,UZB,Central and West Asia,Uzbekistan,B,B,60,56.72906893,2009,2019,5.73,3.53,,,75,68,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42489-053,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,42,38.48569136,2013,2019,4.35,1.08,,,52.5,40.75,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42489-053,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,42,38.48569136,2013,2019,4.35,1.08,,,52.5,40.75,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42513-013,B,C,A,IND,South Asia,India,B,B,315,263.1920474,2010,2019,4.59,3.82,,,462.75,429.03,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
