id,regionname,countryshortname,status,last_stage_reached_name,project_name,sector1,sector2,pdo,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,supplementprojectflg,proj_last_upd_date,projectfinancialtype
P128289,Latin America and Caribbean,Peru,Closed,BANK APPROVED,Peru - Post Compliance I,Energy and Extractives,Oil and Gas,"<p>&nbsp;The development objective of this grant is to promote transparency in Peru&rsquo;s extractive industries (mining and oil &amp; gas) by continuing to support Peru&rsquo;s active participation in the Extractive Industries Transparency Initiative (EITI) process and adaptation to the new EITI standard. More specifically, the grant will support the production and dissemination of two national EITI reports (3 and 4) as well as 2 regional EITI reports (Piura and Moquegua).</p>",8/26/13,2013,2013,2015,8/26/13,9/20/13,12/31/15,250000,0,1,0,250000,250000,,,250000,250000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P128290,East Asia and Pacific,Philippines,Closed,BANK APPROVED,Philippines: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Mining,"<p>The objectives of the Project are to: (a) support the&nbsp;Philippines Government&nbsp;in its efforts to increase the transparency of the extractives sector, demonstrated by the completion of two EITI reports and the successful validation of the Philippines as an EITI Compliant country; (b) increase civil society engagement through its participation on the MSG through EITI outreach activities.</p>",4/29/14,2014,2014,2015,4/29/14,8/26/14,12/31/15,200000,0,1,0,200000,200000,,,200000,200000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P128680,Eastern and Southern Africa,Kenya,Closed,BANK APPROVED,Kenya Climate Innovation Center,Energy and Extractives,Renewable Energy Biomass,"The objective of the CIC is to support Kenyan SMEs involved in developing locally-appropriate solutions to climate change mitigation and adaptation.  The outputs produced that will achieve this result are: technical advisory services to SMEs, reports that explore and recommend government policies that will create a regulatory environment that increases the prospects and possibilities for such SMEs, provision of information helpful to the SMEs in the form of websites, written reports, and workshops/conferences that discuss the market potential of relevant technologies, the latest developments for the relevant technologies and other areas; and the provision of technical and office facilities (including communications and utilities) that selected SMEs can use.Description of the activity's expected impact and how that will be tracked (M&E):The impact of the CIC will come in the number of relevant SMEs that are assisted in their efforts to develop and deploy innovative solutions to climate change that meet local needs.  This will be assessed with measurements on the quantity of SMEs that are active recipients of the outputs described above.Description of how the knowledge generated by the activity will be disseminated (seminar, workshop, online discussion, etc.):There will be substantial knowledge generated by the activities of the CIC.  This knowledge will relate to best practices to support the development, transfer and deployment of advanced climate technologies and business models in a way that directly supports local capacity to do so, targeting the essential SME community in its key role in the innovation process and ecosystem. This knowledge will be disseminated directly through the CIC in written reports, local conferences and a website, and also internationally (via the same methods) through the planned East African regional community of CICs and related actors and globally through the network of CICs.",5/15/12,2012,2012,2016,5/15/12,5/15/12,11/15/16,5000000,0,1,0,5000000,5000000,,,5000000,5000000,Investment Project Financing,C,Not Applicable,N,2/27/20,Grants
P128793,Western and Central Africa,Guinea-Bissau,Closed,BANK APPROVED,Guinea-Bissau: Extractive Industries Sectors TA,Energy and Extractives,Mining," The project development objective is to build the institutional foundation for transparent, socially inclusive, and environmentally sustainable management of the emerging extractive industries sectors of Guinea-Bissau.",10/7/11,2011,2012,2016,10/7/11,3/20/12,2/29/16,3198216,0,1,0,3198216,3198216,,,3198216,3198216,Investment Project Financing,B,Not Applicable,N,10/16/23,Grants
P129097,Western and Central Africa,Liberia,Closed,BANK APPROVED,Additional Financing Liberia Electricity System Enhancement Project,Energy and Extractives,Non-Renewable Energy Generation,To reduce greenhouse gas emissions when compared with Liberia‘s emissions growth baseline.,12/5/11,2012,,2017,1/26/12,,5/31/17,1454540,22000000,0.06,0.94,23454540,23454540,0,22000000,1454540,23454540,Emergency Recovery Loan,B,Not Applicable,Y,5/14/24,Grants
P129148,Western and Central Africa,Guinea,Closed,BANK APPROVED,Additional Financing - Electricity Sector Efficiency Enhancement Project,Energy and Extractives,Renewable Energy Hydro,"The project seeks to improve the electricity sector’s commercial and operational efficiency. These results will be achieved throughcritical investment support and capacity building, impacting the financial viability of the sector and quality of service delivery.",3/14/12,2012,,2016,5/31/12,,6/30/16,0,18300000,0,1,18300000,18300000,0,18300000,0,18300000,Investment Project Financing,C,Not Applicable,Y,8/15/24,IDA
P129322,East Asia and Pacific,Papua New Guinea,Closed,BANK APPROVED,PNG: Building a More Disaster and Climate Resilient Transport Sector,Transportation,Rural and Inter-Urban Roads,The objective of this project is to improve the resilience of PNG to the impact of natural disasters and climate change in the transport sector through building capacity for hazard risk assessment affecting the transport sector.,10/20/11,2011,2012,2015,10/20/11,5/16/12,6/30/15,2933700,0,1,0,2933700,2933700,,,2933700,2933700,Investment Project Financing,C,Not Applicable,N,8/15/24,Grants
P129383,Western and Central Africa,"Congo, Republic of",Closed,BANK APPROVED,Republic of Congo: Extractive Industries Transparency Initiative,Energy and Extractives,Oil and Gas," The main objectives of the Republic of Congo EITI program are to:1)	further develop and institutionalize the EITI initiative with special emphasis on engagement by civil society;2)	legislate on EITI principles and objectives to ensure its long term sustainability and strengthen its synergy with other governance reforms;3)	expand the scope and quality of capacity building and outreach programs to improve awareness;4)	conduct audits and investigations of the discrepancies identified by EITI reports and activities, disseminate the results and corrective actions.",12/20/11,2011,2012,2013,12/20/11,3/13/12,12/31/13,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P129544,Western and Central Africa,Ghana,Closed,BANK APPROVED,Additional Financing for Ghana Urban Water Project,"Water, Sanitation and Waste Management",Water Supply,"The project's principal development objectives are to (i) significantly increase access to the piped water system in Ghana's urban centers, with an emphasis on improving access, affordability and service reliability to the urban poor; and (ii) restoring long-termfinancial stability, viability and sustainability of the Ghana Water Company Limited.",3/2/12,2012,,2016,3/27/12,,6/30/16,0,50000000,0,1,50000000,50000000,0,50000000,0,50000000,Specific Investment Loan,B,Not Applicable,Y,10/18/23,IDA
P129561,Latin America and Caribbean,Peru,Closed,BANK APPROVED,PE Mainstreaming inclusive design and universal mobility in Lima,Transportation,Urban Transport,To improve the capacity of the municipality of Lima and to mainstream the needs of persons with disability in the planning and implementation of urban walking/public transport facilities.,11/29/11,2011,2012,2017,11/29/11,7/24/12,12/31/17,2500000,0,1,0,2500000,2500000,,,2500000,2500000,Investment Project Financing,C,Not Applicable,N,11/1/23,Grants
P130142,Eastern and Southern Africa,Ethiopia,Closed,BANK APPROVED,Ethiopia Climate Innovation Center,Energy and Extractives,Renewable Energy Biomass, The objective of the CIC is to support Ethiopian SMEs involved in developing and commercializing locally-appropriate solutions to climate change mitigation and adaptation.,11/22/13,2013,2013,2018,11/22/13,12/2/13,4/30/18,5000000,0,1,0,5000000,5000000,,,5000000,5000000,Investment Project Financing,Not Available,Not Available,N,2/27/20,Grants
P130163,South Asia,Maldives,Closed,BANK APPROVED,Maldives  Ari Atoll Solid Waste Management Project,"Water, Sanitation and Waste Management",Waste Management,"The development objective of the project is to build technical and human resource capacity to effectively manage solid waste generated in selected inhabited islands of the Ari Atoll, thereby reducing the environmental risks to marine habitats and greenhouse gas (GHG) emissions. The pilot project will develop and implement an integrated SWM system in selected inhabited islands of the Ari Atolland also build the capacity of the Island Councils and communities to manage solid waste.",8/17/12,2012,2012,2014,11/21/12,12/23/12,11/30/14,1326000,0,1,0,1326000,1326000,,,1326000,1326000,Investment Project Financing,A,Not Applicable,N,7/8/24,Grants
P130444,East Asia and Pacific,Philippines,Closed,BANK APPROVED,Philippines: Social Inclusion and Alternative Livelihood for the Informal Waste Sector,"Water, Sanitation and Waste Management",Waste Management,To improve the livelihood and social inclusion of waste pickers and their communities through development of alternative livelihoodopportunities and incorporation into the evolving formal solid waste management sector.,1/10/12,2012,2012,2016,1/10/12,6/18/12,6/15/16,2858134,0,1,0,2858134,2858134,,,2858134,2858134,Investment Project Financing,B,Not Applicable,N,7/16/24,Grants
P130461,South Asia,Nepal,Closed,BANK APPROVED,Output-Based Aid for Municipal Solid Waste Management,"Water, Sanitation and Waste Management",Waste Management,The Project Development Objective (PDO) is to improve access to high quality and financially sustainable Solid Waste Management (SWM) services in Participating Municipalities.,10/19/12,2012,2013,2017,10/19/12,6/21/13,6/30/17,4600000,0,1,0,4600000,4600000,,,4600000,4600000,Investment Project Financing,B,Not Applicable,N,8/15/24,Grants
P130493,"Middle East, North Africa, Afghanistan, and Pakistan",Djibouti,Closed,BANK APPROVED,DJ- Power Access and Diversification Project Additional Financing II,Energy and Extractives,Oil and Gas,"The revised project development objectives are: (i) To increase access of underserved populations to electricity services; (ii) To improve EDD’s efficiency through execution of investment operations aimed at reducing EDD’s electricity losses, and; (iii) To reduce the negative effects of drought on water pumping in both rural and urban areas by strengthening the country’s power supply resilience to natural catastrophes, through the creation of High Fuel Oil (HFO) and diesel security stocks.",4/12/12,2012,,2014,6/12/12,,12/31/14,0,5200000,0,1,5200000,5200000,0,5200000,0,5200000,Emergency Recovery Loan,B,Not Applicable,Y,10/18/22,IDA
P130616,South Asia,India,Closed,BANK APPROVED,HP State Roads Project - Additional Financing,Transportation,Rural and Inter-Urban Roads,To reduce transport costs and to improve traffic flows on priority segments of the core road network of Himachal Pradesh for the road users in the state.,4/27/12,2012,,2017,10/25/12,,6/30/17,35500000,61700000,0.37,0.63,97200000,97200000,61700000,0,0,61700000,Specific Investment Loan,A,Not Applicable,Y,8/1/23,IBRD
P130994,Eastern and Southern Africa,Sao Tome and Principe,Closed,BANK APPROVED,Sao Tome & Principe: EITI Implementation,Energy and Extractives,Oil and Gas, The overall objective is to build capacity to ensure increased transparency of oil payments and revenues and generally to promote greater transparency and accountability in the operations of the oil sector in STP.,9/12/13,2013,2014,2015,9/12/13,4/10/14,12/31/15,285000,0,1,0,285000,285000,,,285000,285000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P131027,Eastern and Southern Africa,"Congo, Democratic Republic of",Closed,BANK APPROVED,DRC Inga 3 and Mid-Size Hydropower Development TA,Energy and Extractives,Renewable Energy Hydro,The proposed Project Development Objective (PDO) is to contribute to the sustainable development of Inga 3 Basse Chute (BC) and selected mid-size hydropower projects.,5/21/12,2014,2014,2016,3/20/14,9/8/14,9/12/16,33400000,73100000,0.31,0.69,106500000,106500000,0,73100000,33400000,106500000,Investment Project Financing,A,Not Applicable,N,11/15/23,Other
P131330,Eastern and Southern Africa,Tanzania,Closed,BANK APPROVED,Tanzania Phase II: EITI Implementation,Energy and Extractives,Mining, To strengthen EITI implementation in Tanzania.,5/30/12,2012,2012,2014,5/30/12,6/25/12,6/30/14,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P131462,East Asia and Pacific,Papua New Guinea,Closed,BANK APPROVED,PNG Social and Economic Empowerment for Women in Mining and Petroleum Areas,Energy and Extractives,Mining,"The grant aims to improve the livelihood and quality of life for the poorest women and their families in 16 selective communities in remote areas of PNG working in the extractive industries of mining, oil and gas, through women’s business development training, capacity building, empowerment, and community-based advocacy.",12/26/12,2012,2013,2016,12/26/12,7/20/13,4/4/16,2070000,0,1,0,2070000,2070000,,,2070000,2070000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P131626,Western and Central Africa,Senegal,Closed,BANK APPROVED,Senegal: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Mining," The objective of the grant is to support the National EITI Committee of Senegal in its implementation of EITI by producing a first EITI reconciliation report before October 2015. The intermediate objectives will include (i) development of a complete organizational framework for the national EITI committee, its sub-committees and the supporting Secretariat, and (ii) the development of a comprehensive outreach and communication campaign which meets the needs of government as well as outreach to civil society stakeholdersin Dakar, regional centers, and local communities which are directly impacted by oil, gas and mining operations. ",12/6/13,2013,2014,2015,12/6/13,3/5/14,12/31/15,500000,0,1,0,500000,500000,,,500000,500000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P131734,Latin America and Caribbean,Caribbean,Closed,BANK APPROVED,Caribbean Climate Innovation Center,Energy and Extractives,Renewable Energy Biomass,"The objective of this project is to strengthen the Caribbean Climate Innovation Center (CCIC) capacity so that it can best support clean tech entrepreneurs in developing locally-appropriate solutions to climate change mitigation and adaptation and strengthen their capacity as they grow.The CCIC supports Caribbean clean tech start-ups/SMEs by providing grant funding, advisory services (including mentoring, incubation services and technical assistance), and through its coordination, networking and outreach efforts, the CCIC aims to facilitate greater transfer of knowledge, know-how and experience among Caribbean climate technology firms. In parallel, the CCIC also facilitate the creation of new investor networks, enabling ventures in the Caribbean to capitalize on increased investment opportunities and access to follow-on funding.The CCIC is part of a broader program of support to Caribbean entrepreneurs, the Entrepreneurship Program for Innovation in the Caribbean (EPIC), financed by the Canadian government.  The CCIC is also benefits from its association with World Bank’s Clean Tech Program (CTP) and its Climate Innovation Centers (CIC) Network, a global network of similar centers supporting clean tech climate entrepreneurs. The CCIC is implemented and overseen by a consortium consisting for Scientific Research Council (SRC) in Jamaica and CARIRI in Trinidad and Tobago.  Based in Jamaica, the CCIC also works with voluntaryartner hubs in 13 Caribbean countries to extend its services.",3/27/15,2015,2015,2019,3/27/15,4/22/15,1/31/19,3000000,0,1,0,3000000,3000000,,,3000000,3000000,Investment Project Financing,Not Available,Not Available,N,9/9/20,Grants
P131818,Eastern and Southern Africa,Mauritius,Closed,BANK APPROVED,"Preparation of a Grid Code, Feed-in-Tariffs & Model Energy Supply Purchase Agreements for Renewable Energy Systems Greater than 50kW",Energy and Extractives,Renewable Energy Biomass," The objective of the project is to promote investment in renewable energy infrastructure, contribute to energy security, reduce GHG emissions, and encourage household-private sector investment in renewable energy technologies.",10/4/12,2012,,2014,10/4/12,,10/31/14,230000,0,1,0,230000,230000,,,230000,230000,Investment Project Financing,C,Not Applicable,N,9/16/21,Grants
P131881,Eastern and Southern Africa,Zambia,Closed,BANK APPROVED,Zambia - Extractive Industries Transparency Initiative Implementation Post Compliance I,Energy and Extractives,Mining," To continue to advance the goals of EITI, including ensuring that Zambia attains compliance with all EITI standards - and moves beyonbd EITI",9/10/12,2012,2013,2014,9/10/12,5/28/13,12/31/14,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P131921,Europe and Central Asia,Turkiye,Closed,BANK APPROVED,EU/IPA Energy Sector Technical Assistance Project,Energy and Extractives,Renewable Energy Biomass," The development objective is the enhancement of the Turkish energy sector in line with the EU Energy priorities and strategies in energy efficiency, renewable energy, and the natural gas market. ",8/2/12,2014,2014,2017,5/30/14,5/30/14,9/28/17,14870399.6,0,1,0,14870399.6,14870400,,,14317608,14317608,Investment Project Financing,B,Not Applicable,N,10/2/23,Other
P132102,Latin America and Caribbean,Nicaragua,Closed,BANK APPROVED,NI AF Rural Water Supply and Sanitation,"Water, Sanitation and Waste Management",Sanitation,The Project Development Objective is to increase access by project beneficiaries to sustainable  water and sanitation services in rural areas.,11/27/12,2013,,2015,1/17/13,,3/31/15,390000,6000000,0.06,0.94,6390000,6390000,0,6000000,0,6000000,Specific Investment Loan,B,Not Applicable,Y,7/16/15,Other
P132154,East Asia and Pacific,China,Closed,BANK APPROVED,China: Nanchang Urban Rail Project,Transportation,Urban Transport,The proposed project development objective (PDO) is to provide an effective urban mass rapid transit system of appropriate quality along the Line 2 corridor from ZhanQianNanDaDao Station to XinJiaAn Station.,10/10/12,2013,2013,2019,6/20/13,10/21/13,12/31/19,2321230080,250000000,0.9,0.1,2571230080,2571229950,250000000,0,0,250000000,Investment Project Financing,A,Not Applicable,N,7/15/21,Other
P132551,Eastern and Southern Africa,Mozambique,Closed,BANK APPROVED,Mozambique - Maputo Peri-urban Sanitation,"Water, Sanitation and Waste Management",Sanitation,"To improve the sanitation conditions and practices of about 140,000 people in 11 unplanned peri-urban neighborhoods of Maputo, and pilot and develop effective approaches for replication, by the end of the two year project, thus contributing to the wider goal of improved health, reduced poverty and progress towards the MDGs, particularly MDGs 7 and 4.",7/22/13,2012,2013,2017,5/1/12,8/23/13,8/23/17,1775950,0,1,0,1775950,1775950,,,1775950,1775950,Investment Project Financing,C,Not Applicable,N,9/6/24,Grants
P132807,Western and Central Africa,Nigeria,Closed,BANK APPROVED,Nigeria Post-Compliance I EITI,Energy and Extractives,Oil and Gas,"<p>To support the Nigeria EITI secretariat, aimed at sustaining the EITI process through the development of a roadmap that will assist the Government in achieving timely annual EITI reconciliation and reporting. It is also aimed at increasing accountability in the administration of extractive industries.</p>",1/18/13,2013,2013,2015,1/18/13,3/15/13,12/31/15,900000,0,1,0,900000,900000,,,900000,900000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P133005,Eastern and Southern Africa,Uganda,Closed,BANK APPROVED,Uganda Energy for Rural Transformation IPF Phase2 Additional Financing,Energy and Extractives,Energy Transmission and Distribution,The objective of the proposed project is to increase access to energy and information and communication technologies (ICTs) in rural Uganda. These objectives will be achieved by greater investments.,5/22/13,2013,,2016,5/22/13,,6/30/16,0,12000000,0,1,12000000,12000000,0,12000000,0,12000000,Adaptable Program Loan,B,Not Applicable,Y,9/16/21,IDA
P133318,Eastern and Southern Africa,Uganda,Closed,BANK APPROVED,IDA Guarantee for Renewable Energy Development Program,Energy and Extractives,Renewable Energy Hydro,The Program Development objective is to increase electricity generation capacity of Uganda through renewable energy based small private power producers.,6/12/13,2014,,2017,3/18/14,,1/20/17,160000000,0,1,0,160000000,160000000,,,,,Investment Project Financing,Not Available,Not Available,N,12/19/24,IDA
P133729,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,Indonesia Phase II: EITI Implementation,Energy and Extractives,Oil and Gas," The objective of the Project is to ensure increased transparency of payments and revenues from the oil, gas, and mining sectors, and generally promote greater transparency and accountability in the operations of the extractive industries and government agencies regulating these industries in Indonesia.",6/13/13,2013,2013,2015,6/13/13,9/23/13,12/31/15,1050000,0,1,0,1050000,1050000,,,1050000,1050000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P133831,Europe and Central Asia,Armenia,Closed,BANK APPROVED,Preparation of SREP Investment Plan,Energy and Extractives,Renewable Energy Biomass,The project development objective is to support the Armenian government in preparation of a renewable energy investment plan for consideration by the Scaling-up Renewable Energy Program (SREP) for funding.,4/19/13,2013,,2014,4/19/13,,6/30/14,300000,0,1,0,300000,300000,,,300000,300000,Investment Project Financing,C,Not Applicable,N,10/2/23,Grants
P143254,Eastern and Southern Africa,Seychelles,Closed,BANK APPROVED,"Determination of the Grid Absorption Capacity of the Public Utilities Corporation (PUC) Grid Code, Feed-in-Tariff for RE",Energy and Extractives,Renewable Energy Biomass, The development objective for the proposed activity is the continued strengthening of the regulatory framework for the promotion ofdistributed and centralized generation with renewable energy systems. The proposed activity contributes to the first of the twomain outcomes being sought by the SIDS DOCK Program in 2011-2012: creation of the enabling environment to remove barriers andimplement RE and EE policy reforms based on international best practices.,12/13/12,2012,2013,2014,12/13/12,7/18/13,8/31/14,280000,0,1,0,280000,280000,,,280000,280000,Investment Project Financing,C,Not Applicable,N,9/16/21,Grants
P143321,East Asia and Pacific,Myanmar,Closed,BANK APPROVED,Myanmar EITI Implementation Grant,Energy and Extractives,Mining, The development objective of the project is to<strong> </strong>strengthen the Recipient&#39;s institutional structure for EITI implementation and facilitate an informed multi-stakeholder debate about the extractive industries in Myanmar. ,5/18/15,2015,2015,2015,5/18/15,8/21/15,12/31/15,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P143645,Eastern and Southern Africa,Tanzania,Closed,BANK APPROVED,TZ First Power and Gas Sector DPO,Energy and Extractives,Oil and Gas,The objective of the proposed program is to: (i) strengthen the country’s ability to bridge the financial gap in its power sector; (ii) reduce the cost of power supply and promote private sector participation in the power sector; and (iii) strengthen the policy and institutional framework for the management of the country’s natural gas resources.,3/26/13,2013,2013,2014,3/26/13,6/12/13,6/30/14,0,100000000,0,1,100000000,100000000,0,100000000,0,100000000,Development Policy Lending,Not Available,Not Available,N,8/1/24,IDA
P143834,Western and Central Africa,Mali,Closed,BANK APPROVED,Mali Post Compliance I: EITI Implementation,Energy and Extractives,Mining,<p>The objective of this grant would be to strengthen capacity and participation of EITI stakeholders in Mali.</p>,3/16/15,2015,2015,2015,3/16/15,4/15/15,12/31/15,400000,0,1,0,400000,400000,,,400000,400000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P143963,Europe and Central Asia,Albania,Closed,BANK APPROVED,"Albania MDTF for Extractive Industry Transparency Initiative (EITI), Implementation Support, Phase III",Energy and Extractives,Oil and Gas,"<p>The objectives of this post-compliant grant are to support Albania&#39;s post EITI compliance goals of (i) strengthening EITI&#39;s role of producing and disseminating critical information to citizens, specifically to those living in producer regions, including extending the scope of the current EITI process by enhancing the coverage of EITI reports to sub-national level; and (ii) supporting the country&#39;s goals of building on EITI to improve the overall management and governance in extractive industries.</p>",6/14/13,2013,2014,2015,6/14/13,3/19/14,12/31/15,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P144030,Western and Central Africa,Cote d'Ivoire,Closed,BANK APPROVED,CI - 27  Gas Field Expansion,Energy and Extractives,Oil and Gas,The Project’s Development Objective (PDO) is to improve the availability of natural gas for power generation in an environmentally sound manner,6/18/13,2013,,2017,6/18/13,,3/29/17,60000000,0,1,0,60000000,60000000,,,,,Investment Project Financing,Not Available,Not Available,N,12/19/24,IDA
P144108,Latin America and Caribbean,Honduras,Closed,BANK APPROVED,Honduras: EITI Implementation,Energy and Extractives,Mining,"<p>Transparency of extractive industries (Mining and Oil&amp;Gas)&nbsp;will be improved; As a result, the government and companies will be held accountable by civil society organizations and citizens.</p>",1/24/14,2014,2014,2015,1/24/14,9/26/14,12/31/15,300000,0,1,0,300000,300000,,,300000,300000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P144111,Europe and Central Asia,Bosnia and Herzegovina,Closed,BANK APPROVED,Second Solid Waste Management Project Additional Financing - EC IPA,"Water, Sanitation and Waste Management",Waste Management,"The objective is to improve the availability, quality, environmental soundness, and financial viability of solid waste management services in participating util ities/regions.",12/18/12,2012,,2017,12/18/12,,10/31/17,6000000,0,1,0,6000000,6000000,,,6000000,6000000,Specific Investment Loan,B,Not Applicable,Y,10/12/23,Grants
P144228,Eastern and Southern Africa,Sub-Saharan Africa (IDA & IBRD countries),Closed,BANK APPROVED,Lesotho Highlands - Botswana Water Transfer,"Water, Sanitation and Waste Management",Water Supply,"<p>The Project Development Objective is to determine the viability of water resource development options for Botswana to access water from the Lesotho Highlands by assessing engineering, costing, social, legal, environmental, economic and financial information. This is aligned with the CIWA objectives of strengthening cooperative management and development to facilitate sustainable, climate resilient growth.</p>",8/14/14,2014,2015,2017,8/14/14,2/20/15,9/30/17,2000000,0,1,0,2000000,2000000,,,2000000,2000000,Investment Project Financing,B,Not Applicable,N,9/6/24,Grants
P144435,Western and Central Africa,Liberia,Closed,BANK APPROVED,Liberia  Urban Rural Infrastr. Rehab.  Additional Financing,Transportation,Urban Transport,"The project supports government's goal of improving road access in Monrovia and targeted rural areas, as well as improving institutional structure for technical management of the road sector.",1/24/14,2014,,2017,1/24/14,,6/30/17,9400000,19600000,0.32,0.68,29000000,29000000,0,19600000,9400000,29000000,Investment Project Financing,B,Not Applicable,Y,1/24/23,IDA
P144476,Western and Central Africa,Ghana,Closed,BANK APPROVED,Results Based Financing for Sanitation and Hygiene,"Water, Sanitation and Waste Management",Sanitation,"The project objective is to improve the sanitation and hygiene practices an estimated 112,500 poor and vulnerable persons in four districts of northern Ghana. This would be achieved through a RBF and innovative approaches in sanitation like the Community Led Total Sanitation (CLTS) and the Village Savings and Loans Schemes (VSLAs) which puts more emphasis on the resourcefulness of the communities to make more effective use of funds and stimulates demand and investing in water, sanitation and hygiene services.",12/26/13,2013,2013,2017,12/26/13,8/28/13,8/28/17,3000000,0,1,0,3000000,3000000,,,3000000,3000000,Investment Project Financing,Not Available,Not Available,N,10/18/23,Grants
P145018,Eastern and Southern Africa,Mozambique,Closed,BANK APPROVED,MZ Extractive Industries Transparancy Initiative Post Compliance I,Energy and Extractives,Mining," The objective of the Project is to ensure increased transparency of payments and revenues from the mining, oil and gas sectors of the Recipient and to support the Recipient in order to maintain the EITI complaint status. The grant will assist in further developing and institutionalizing the EITI initiative in Mozambique.",8/22/13,2013,2013,2015,8/22/13,9/17/13,12/31/15,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P145138,Europe and Central Asia,Ukraine,Closed,BANK APPROVED,Ukraine - Smart Grid Project – PPG,Energy and Extractives,Energy Transmission and Distribution," The objective of the assignment is to prepare a study which identifies measures to modernize UPS with inclusion of 'smart grid' technologies under TASK 1 and prepare a bankable feasibility study for an investment project to implement the findings under TASK 2. The bankable feasibility study shall review the technical, institutional, environmental, economic and financial issues related to the investment project based on results of the Task 1 study. It has to address the requirements of successful project implementation as well.",9/9/13,2013,,2015,9/9/13,,12/31/15,500000,0,1,0,500000,500000,,,500000,500000,Investment Project Financing,C,Not Applicable,N,10/2/23,Grants
P145139,Western and Central Africa,Ghana,Closed,BANK APPROVED,OBA Urban Sanitation Facility for the Greater Accra Metropolitan Area (GAMA),"Water, Sanitation and Waste Management",Sanitation,The Project Development Objective (PDO) is to increase access to improved sanitation to people living in low income communities in the Greater Accra  Metropolitan Area (GAMA).The development objective will be achieved by providing Output based  Aid (OBA) subsidies to service providers as an incentive to provide access to improved sanitation to low-income households. OBA subsidies will be provided for the construction of sanitation facilities and the provision of desludging services. The subsidies will bridge the gap low-income households face when trying to install in-house sanitation facilities and stop open defecation or the use of public toilets. The project will also leverage financial resources from micro-financing institutions and support the scale up of business models that include soft loans for the provision of sanitation facilities in low income communities (LICs) of the GAMA.,5/5/14,2014,2015,2018,5/5/14,3/7/15,6/30/18,8760000,0,1,0,8760000,8760000,,,4850000,4850000,Investment Project Financing,B,Not Applicable,N,10/18/23,Other
P145254,Eastern and Southern Africa,Tanzania,Closed,BANK APPROVED,TZ-Second Power and Gas Sector DPO,Energy and Extractives,Oil and Gas, The objective of the proposed program is to: (i) strengthen the country&rsquo;s ability to bridge the financial gap in its powersector; (ii) reduce the cost of power supply and promote private sector participation in the power sector; and (iii) strengthen thepolicy and institutional framework for the management of the country&rsquo;s natural gas resources ,3/21/14,2014,2014,2015,3/21/14,6/9/14,6/30/15,0,100000000,0,1,100000000,100000000,0,100000000,0,100000000,Development Policy Lending,Not Available,Not Available,N,8/1/24,IDA
P145434,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Closed,BANK APPROVED,Yemen: Preparation of SREP Investment Plan,Energy and Extractives,Renewable Energy Biomass,To support the Government of Yemen to prepare an investment plan for developing renewable energy in the country and securing funding from the SREP.,4/16/13,2013,,2015,4/16/13,,9/23/15,300000,0,1,0,300000,300000,,,300000,300000,Investment Project Financing,Not Available,Not Available,N,10/18/22,Grants
P145649,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,Closed,BANK APPROVED,"ONEE Support Project (formerly, ONE Support Project)",Energy and Extractives,Energy Transmission and Distribution,Increase the efficiency and reliability of electricity supply.,10/4/13,2013,,2015,11/26/13,,12/31/15,0,40500000,0,1,40500000,40500000,40500000,0,0,40500000,Investment Project Financing,B,Not Applicable,Y,10/18/22,IBRD
