projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance,year_for_plr,totalcost_initial_adj1_plr,include,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,adb_funding_ratio,totalcost_initial_adj,totalcost_final_adj,project_size
37734-013,A,D,A,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,20.0,18.428,2005,2011,5.84,,1055.0,909.3,1450.0,1304.0,False,Energy,Large hydropower generation,na,na,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2005,7838.49,True,15948.55,2011,3926.5,5264.65,0.013793103448275862,15948.55,5264.65,mega
38164-013,B,C,A,BAN,South Asia,Bangladesh,B,B,266.0,226.5586591,2010,2019,5.52,3.85,45.02,,541.92,399.31,False,Energy,Oil and gas transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,1692.57,True,2911.32,2019,1133.76,1133.76,0.4908473575435489,2911.32,1133.76,mega
38183-013,B,C,B,SAM,Pacific,Samoa,A,A,88.0,93.60454163,2007,2018,9.99,1.12,46.0,52.52,100.0,118.93,True,Energy,Energy sector development and institutional reform,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2007,155.1,True,190.01,2018,177.57,180.23,0.88,190.01,180.23,small
38254-043,B,B,B,IND,South Asia,India,B,B,123.0,116.0722864,2010,2017,6.05,0.81,,,210.3,166.63,False,Water,"Urban sewerage, Urban water supply",na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2022,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2010,656.48,True,987.31,2017,525.05,558.56,0.5848787446504993,987.31,558.56,major
38254-053,B,C,B,IND,South Asia,India,B,B,60.0,43.3679,2012,2017,3.86,0.81,,,101.6,60.205,False,Water,Urban sewerage; Urban water supply	,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2023,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2012,342.59,True,439.02,2017,189.7,201.81,0.5905511811023623,439.02,201.81,small
38255-033,B,B,B,IND,South Asia,India,B,B,140.0,106.9300063,2008,2015,4.44,2.39,,,200.0,138.96,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,732.15,True,1302.7,2015,475.92,543.44,0.7,1302.7,543.44,mega
38255-043,B,C,B,IND,South Asia,India,B,B,150.0,124.8730294,2013,2018,4.23,0.49,,,501.55,376.67,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2013,1755.21,True,2118.21,2018,1286.37,1317.31,0.29907287409032,2118.21,1317.31,mega
38272-013,B,C,B,IND,South Asia,India,B,B,100.0,50.1961057,2011,2018,4.16,2.61,,,142.86,71.12,False,Water,Urban water supply,na,na,less than successful,relevant,ineffective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,ineffective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2022,less than successful,less than relevant,ineffective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,2011,440.27,True,608.96,2018,242.88,248.72,0.6999860002799944,608.96,248.72,major
38272-023,B,C,B,IND,South Asia,India,B,B,60.0,56.78984433,2008,2018,4.92,5.54,,,85.7,78.2,False,Water,"Urban policy, institutional and capacity development",na,na,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2008,313.73,True,558.21,2018,267.06,273.48,0.7001166861143524,558.21,273.48,major
38349-013,B,C,C,NEP,South Asia,Nepal,A,A,80.0,37.29990166,2009,2019,5.6,4.33,,,92.0,106.47,True,Transportation,Air transport,na,na,less than successful,relevant,ineffective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,ineffective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,ineffective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,394.57,True,947.14,2019,377.04,377.04,0.8695652173913043,947.14,377.04,major
38456-013,B,B,B,PAK,Central and West Asia,Pakistan,B,B,167.2,135.329111,2013,2019,3.55,1.81,,,228.2,175.4,False,Energy,Conventional energy generation,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2013,777.27,True,1034.59,2019,635.48,635.48,0.7326906222611744,1034.59,635.48,mega
38456-023,B,B,B,PAK,Central and West Asia,Pakistan,B,B,252.0,179.0659256,2008,2019,10.31,0.31,,,341.0,240.2,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2008,1189.24,True,2702.99,2019,870.25,870.25,0.7390029325513197,2702.99,870.25,mega
38456-033,B,C,B,PAK,Central and West Asia,Pakistan,B,B,242.0,156.4294998,2010,2019,4.8,3.56,,,301.55,183.43,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,1156.26,True,2114.72,2019,664.57,664.57,0.8025203117227657,2114.72,664.57,mega
38456-034,B,C,B,PAK,Central and West Asia,Pakistan,B,B,245.0,212.8111796,2012,2019,4.05,2.31,,,271.47,236.0,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2012,912.12,True,1303.72,2019,855.04,855.04,0.9024938298891221,1303.72,855.04,mega
38456-037,C,C,C,PAK,Central and West Asia,Pakistan,B,B,167.2,135.329111,2013,2019,3.55,1.81,,,228.2,175.4,False,Energy,Conventional energy generation,na,na,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2013,777.27,True,1034.59,2019,635.48,635.48,0.7326906222611744,1034.59,635.48,mega
38479-034,B,B,A,INO,Southeast Asia,Indonesia,C,C,180.0,159.9643393,2011,2019,4.77,2.74,65.0,36.5,380.5,272.0,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2011,950.01,True,1278.29,2019,793.85,793.85,0.4730617608409987,1278.29,793.85,mega
39176-013,A,B,A,AZE,Central and West Asia,Azerbaijan,C,C,45.0,31.27981782,2014,2018,3.51,0.65,,,58.0,37.05,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2014,129.1,True,175.57,2018,119.46,119.2,0.7758620689655172,175.57,119.2,small
39176-013,A,B,A,AZE,Central and West Asia,Azerbaijan,C,C,45.0,31.27981782,2014,2018,3.51,0.65,,,58.0,37.05,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2014,129.1,True,175.57,2018,119.46,119.2,0.7758620689655172,175.57,119.2,small
39176-023,A,C,A,AZE,Central and West Asia,Azerbaijan,C,B1,200.0,182.8745745,2007,2018,2.74,7.84,,,249.0,216.3,False,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,2007,774.15,True,1579.15,2018,697.44,695.89,0.8032128514056225,1579.15,695.89,mega
39176-043,A,C,A,AZE,Central and West Asia,Azerbaijan,C,B,200.0,186.5753839,2011,2018,3.05,3.04,,,250.0,219.84,False,Transportation,Road transport (non-urban),na,na,less than successful,highly relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,2011,514.78,True,713.34,2018,708.85,707.28,0.8,713.34,707.28,major
39225-022,A,C,B,BHU,South Asia,Bhutan,A,A,38.76,38.76,2009,2016,5.64,1.0,,,54.32,59.16,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2009,183.09,True,307.74,2016,211.57,230.25,0.7135493372606774,307.74,230.25,small
39265-022,A,C,C,MON,East Asia,Mongolia,B,A,6.1,6.1,2008,2016,4.68,3.55,,,112.22,61.55,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2008,384.89,True,1067.47,2016,178.73,235.12,0.054357512029941185,1067.47,235.12,mega
39298-013,B,C,B,BAN,South Asia,Bangladesh,B,B,133.0,113.0974251,2010,2019,6.64,1.91,,20.97,170.0,165.07,False,Water,Urban water supply,"ENE,TRA",Energy efficiency and conservation; Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,530.96,True,913.28,2019,468.68,468.68,0.7823529411764706,913.28,468.68,major
39419-013,B,B,B,SRI,South Asia,Sri Lanka,B,B,162.2,144.8710936,2009,2017,4.63,3.84,,,188.2,159.1,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,594.66,True,985.03,2017,492.27,533.29,0.8618490967056323,985.03,533.29,major
39630-013,B,C,C,IND,South Asia,India,B,B,76.0,51.0,2011,2015,3.32,0.13,,,122.5,86.84,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2011,377.53,True,522.18,2015,297.42,339.62,0.6204081632653061,522.18,339.62,major
39630-023,B,B,B,IND,South Asia,India,B,B2,600.0,524.0,2008,2016,6.26,1.62,,,2542.6,2352.0,False,Energy,Electricity transmission and distribution,na,na,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,9307.83,True,16561.27,2016,7989.85,8837.24,0.23597891921655,16561.27,8837.24,mega
39630-034,B,C,B,IND,South Asia,India,B,B,76.0,51.0,2011,2015,3.32,0.13,,,122.5,86.84,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2011,377.53,True,522.18,2015,297.42,339.62,0.6204081632653061,522.18,339.62,major
40005-013,B,B,A,IND,South Asia,India,B,B,200.0,165.911,2009,2018,5.08,3.51,,,240.01,235.69,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,851.93,True,1416.12,2018,804.91,824.27,0.8332986125578101,1416.12,824.27,mega
40031-013,B,B,B,IND,South Asia,India,B,B,63.0,52.60445927,2010,2017,4.55,2.41,,,96.0,76.02,False,Water,Urban sewerage,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,299.68,True,450.7,2017,239.54,254.83,0.65625,450.7,254.83,small
40031-033,B,B,B,IND,South Asia,India,B,B,150.0,117.2600219,2009,2017,5.45,3.42,,,202.0,179.75,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2009,717.01,True,1191.85,2017,566.39,602.54,0.7425742574257426,1191.85,602.54,mega
40075-023,A,A,A,PAK,Central and West Asia,Pakistan,B,B,127.0,84.53088073,2014,2017,3.04,0.01,39.2,33.537,150.0,97.75,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2014,510.77,True,634.14,2017,308.17,348.93,0.8466666666666667,634.14,348.93,major
40075-033,A,C,A,PAK,Central and West Asia,Pakistan,B,B,282.4,138.082,2014,2018,3.7,0.35,82.4,70.51,238.3,169.08,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2014,811.44,True,1007.44,2018,536.48,584.96,1.1850608476710027,1007.44,584.96,mega
40075-043,A,C,A,PAK,Central and West Asia,Pakistan,B,B,87.8,50.99430634,2014,2017,3.04,0.01,39.2,33.537,150.0,97.75,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2014,510.77,True,634.14,2017,308.17,348.93,0.5853333333333333,634.14,348.93,major
40198-023,A,C,A,VIE,Southeast Asia,Viet Nam,C,B,410.2,178.8391736,2008,2018,6.25,3.9,517.6,527.6,932.4,862.7,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,3056.42,True,5762.41,2018,2679.94,2744.88,0.43993993993993996,5762.41,2744.88,mega
40423-023,B,C,C,IND,South Asia,India,B,B,252.0,225.5371772,2012,2019,3.36,3.01,,,341.0,292.93,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2012,1149.84,True,1473.49,2019,1026.11,1026.11,0.7390029325513197,1473.49,1026.11,mega
40423-033,B,C,C,IND,South Asia,India,B,B,275.0,220.9276271,2013,2019,4.1,1.22,,,356.56,269.56,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2013,1247.81,True,1505.87,2019,944.24,944.24,0.7712586941889163,1505.87,944.24,mega
40625-013,A,C,A,PRC,East Asia,China,C,C,150.0,148.6938814,2009,2019,5.55,4.04,,,480.27,417.18,False,Transportation,Urban roads and traffic management,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2009,1040.81,True,1412.36,2019,709.93,709.93,0.31232431757136614,1412.36,709.93,mega
40634-013,B,C,B,PRC,East Asia,China,C,C,150.0,136.1288864,2010,2019,4.41,4.64,,,333.02,312.36,False,Energy,Energy utility services,na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2021,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,677.02,True,859.17,2019,531.55,531.55,0.4504233979941145,859.17,531.55,major
40648-023,B,C,C,IND,South Asia,India,B,B,43.423,43.423,2010,2019,6.74,1.74,,,62.03,63.68,True,Water,Other urban services,Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,193.63,True,291.21,2019,223.06,223.06,0.7000322424633242,291.21,223.06,small
40648-033,B,C,B,IND,South Asia,India,B,B,43.84,30.85472425,2011,2018,6.05,0.93,,,62.61,44.29,False,Water, Other urban services,Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2011,192.95,True,266.88,2018,151.26,154.9,0.7002076345631689,266.88,154.9,small
41022-022,B,B,B,NEP,South Asia,Nepal,A,A,3.3,3.06309476,2009,2019,6.54,2.96,,,76.14,71.88,False,Water,Urban water supply,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2009,326.55,True,783.86,2019,254.55,254.55,0.04334121355397951,783.86,254.55,major
41116-013,B,A,A,IND,South Asia,India,B,B,60.0,45.082,2014,2018,2.79,0.86,,,94.0,73.9,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2014,314.06,True,366.79,2018,252.38,258.45,0.6382978723404256,366.79,258.45,small
41116-023,B,A,A,IND,South Asia,India,B,B2,42.2,37.084,2007,2017,5.41,5.01,,,64.9,60.33,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2007,222.8,True,432.87,2017,190.1,202.23,0.650231124807396,432.87,202.23,small
41116-033,B,C,A,IND,South Asia,India,B,B,110.0,78.3,2012,2018,4.43,0.86,,,181.1,150.98,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2012,610.67,True,782.56,2018,515.61,528.01,0.6073992269464384,782.56,528.01,major
41116-043,B,C,B,IND,South Asia,India,B,B,60.0,45.082,2014,2018,2.79,0.86,,,94.0,73.9,False,Water,Urban water supply,na,na,,,,,,,,,,,,,,,,,,PVR,2021,,,,,,,,,2014,314.06,True,366.79,2018,252.38,258.45,0.6382978723404256,366.79,258.45,small
41414-043,A,C,A,VIE,Southeast Asia,Viet Nam,C,B,350.0,186.4008217,2010,2019,7.03,1.93,,,627.7,383.2,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,2009.8,True,3183.09,2019,1228.29,1228.29,0.5575912059901227,3183.09,1228.29,mega
41433-013,B,A,B,VIE,Southeast Asia,Viet Nam,C,B,80.0,69.10667873,2011,2018,5.75,1.14,2.78,0.51,108.89,96.02,False,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2011,322.95,True,421.27,2018,298.28,305.51,0.7346863807512168,421.27,305.51,small
41504-024,B,C,C,PNG,Pacific,Papua New Guinea,B,B,5.0,4.5747,2012,2018,3.2,3.41,5.0,4.5747,6.0,5.262,False,Energy,Conventional energy generation,na,na,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2023,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2012,6.89,True,9.11,2018,8.02,8.11,0.8333333333333334,9.11,8.11,small
41548-013,A,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,30.0,23.76356425,2009,2018,5.75,3.09,,,37.5,30.06,False,Water,Urban sewerage,na,na,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,less than relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2020,less than successful,less than relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2009,133.46,True,289.62,2018,111.9,122.88,0.8,289.62,122.88,small
41614-013,B,C,B,IND,South Asia,India,B,B,50.2,37.08,2014,2019,4.6,0.48,,,68.17,45.06,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2014,227.76,True,266.0,2019,157.84,157.84,0.7363943083467801,266.0,157.84,small
