id,regionname,countryshortname,project_name,sector1,sector2,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,duration_years,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,supplementprojectflg,projectfinancialtype
P101578,East Asia and Pacific,Papua New Guinea,PNG Energy Sector Development Project,Energy and Extractives,Renewable Energy Hydro,2010-12-08,2013,2013,2019,2013-02-21,2013-11-27,2019-07-31,6.4," 1,050,000 "," 7,300,000 ", 0.13 , 0.87 ," 8,350,000 "," 8,350,000 ", -   ," 7,300,000 ", -   ," 7,300,000 ",Investment Project Financing,B,N,IDA
P101592,Europe and Central Asia,Tajikistan,Additional Financing for the  Dushanbe Water Supply Project,"Water, Sanitation and Waste Management",Water Supply,2006-07-27,2006,,2011,2006-12-19,,2011-06-30,4.5," 700,000 "," 5,000,000 ", 0.12 , 0.88 ," 5,700,000 "," 5,700,000 ", -   ," 5,000,000 ", -   ," 5,000,000 ",Specific Investment Loan,B,Y,IDA
P101625,Europe and Central Asia,Georgia,HYDRO REHABILITATION,Energy and Extractives,Power,2007-06-13,2007,2007,2018,2007-08-31,2007-08-31,2018-06-30,10.8," 3,000,000 ", -   , 1.00 , -   ," 3,000,000 "," 3,000,000 ",  ,  ," 3,000,000 "," 3,000,000 ",,,N,Other
P101650,South Asia,India,IN Andhra Pradesh and Telangana Rural Water Supply and Sanitation,"Water, Sanitation and Waste Management",Sanitation,2007-04-05,2009,2010,2017,2009-09-22,2010-03-23,2017-11-30,8.2," 30,000,000 "," 150,000,000 ", 0.17 , 0.83 ," 180,000,000 "," 180,000,000 ", -   ," 150,000,000 ", -   ," 150,000,000 ",Investment Project Financing,B,N,Other
P101653,South Asia,India,POWER SYSTEM DEVELOPMENT PROJECT IV,Energy and Extractives,Energy Transmission and Distribution,2008-01-14,2008,2008,2014,2008-03-18,2008-05-16,2014-07-31,6.4," 1,514,000,000 "," 600,000,000 ", 0.72 , 0.28 ," 2,114,000,000 "," 2,114,000,000 "," 600,000,000 ", -   , -   ," 600,000,000 ",Investment Project Financing,A,N,IBRD
P101699,South Asia,Sri Lanka,LK: Renewable Energy - AF,Energy and Extractives,Renewable Energy Biomass,2007-05-17,2007,,2011,2007-06-14,,2011-12-31,4.6, -   ," 40,000,000 ", -   , 1.00 ," 40,000,000 "," 40,000,000 ", -   ," 40,000,000 ", -   ," 40,000,000 ",Specific Investment Loan,B,Y,IDA
P102000,Western and Central Africa,Ghana,Transport Sector Project,Transportation,Urban Transport,2008-02-13,2009,2009,2018,2009-06-30,2009-11-12,2018-12-31,9.5, -   ," 225,000,000 ", -   , 1.00 ," 225,000,000 "," 225,000,000 ", -   ," 225,000,000 ", -   ," 225,000,000 ",Investment Project Financing,A,N,IDA
P102095,Latin America and Caribbean,Colombia,Natural Gas Distribution for Low Income Families in the Caribbean Coast.,Energy and Extractives,Oil and Gas,2006-05-19,2006,2006,2008,2006-05-19,2006-05-19,2008-03-31,1.9," 5,085,000 ", -   , 1.00 , -   ," 5,085,000 "," 5,085,000 ",  ,  ," 5,085,000 "," 5,085,000 ",Specific Investment Loan,C,N,Grants
P102170,Europe and Central Asia,Bosnia and Herzegovina,Urban Infrastructure Additional Financing,"Water, Sanitation and Waste Management",Sanitation,2007-04-20,2007,,2011,2007-06-19,,2011-06-30,4.0," 650,000 "," 5,000,000 ", 0.12 , 0.88 ," 5,650,000 "," 5,650,000 ", -   ," 5,000,000 ", -   ," 5,000,000 ",Specific Investment Loan,B,Y,IDA
P102324,Europe and Central Asia,Russian Federation,CF 4: Rosneft Gas Flaring Reduction Project,Energy and Extractives,Oil and Gas,2007-10-02,2008,2008,2013,2008-09-15,2008-08-12,2013-06-30,4.8," 200,000,000 ", -   , 1.00 , -   ," 200,000,000 "," 200,000,000 ",  ,  ," 150,000,000 "," 150,000,000 ",,,N,Grants
P102341,Latin America and Caribbean,Uruguay,UY UTE 10MW Grid Connected Wind Power Farm at Caracoles Hill,Energy and Extractives,Power,2009-07-27,2010,2010,2015,2010-04-29,2010-07-08,2015-12-31,5.7," 700,000 ", -   , 1.00 , -   ," 700,000 "," 700,000 ",  ,  ," 700,000 "," 700,000 ",,,N,Grants
P102395,Europe and Central Asia,Croatia,Second Coastal Cities Pollution Control Project,"Water, Sanitation and Waste Management",Sanitation,2008-04-17,2008,2009,2016,2008-12-11,2009-06-04,2016-05-31,7.5," 6,400,000 "," 96,000,000 ", 0.06 , 0.94 ," 102,400,000 "," 102,400,000 ",  ,  ," 6,400,000 "," 6,400,000 ",Adaptable Program Loan,F,Y,
