term,subcategory,subcat_sim,category,category_display,pillar,is_seed
staffs,Labor Management & Employment,0.4637908339500427,ESS2,S1,S,False
standard_bidding,Bidding & Contract Management,0.6740775108337402,DIM6,G3,G,False
standard_bidding_document,Bidding & Contract Management,0.6557896137237549,DIM6,G3,G,False
standard_bidding_documents,Bidding & Contract Management,0.6740902662277222,DIM6,G3,G,False
state_budget,Fiscal Management & Sustainability,0.6823326349258423,DIM2_3,G2,G,False
state_owned,Land Acquisition & Property Rights,0.5412724614143372,ESS5,S3,S,False
statutes,Legal & Law,0.5004720687866211,DIM1,G1,G,False
statutory,Legal & Law,0.449591726064682,DIM1,G1,G,False
steam_turbine,Energy Efficiency,0.546184241771698,ESS3_R,E2,E,False
storms,Accidents & Hazards,0.5412478446960449,ESS4,S2,S,False
stormwater,Water Resources & Conservation,0.5650902390480042,ESS3_R,E2,E,False
strategic,Strategic Plan,0.4706724286079407,DIM1,G1,G,False
strategic_plan,Strategic Plan,0.8473485112190247,DIM1,G1,G,False
strategic_planning,Strategic Plan,0.8481138348579407,DIM1,G1,G,False
strategic_plans,Strategic Plan,0.8326221704483032,DIM1,G1,G,False
strategic_vision,Strategic Plan,0.6649699211120605,DIM1,G1,G,False
strategies,Strategic Plan,0.47105780243873596,DIM1,G1,G,False
strategy,Strategic Plan,0.45494544506073,DIM1,G1,G,False
structures,Cultural Heritage,0.4448387920856476,ESS8,S5,S,False
sub_committees,Institutional Capacity,0.4498624801635742,DIM1,G1,G,False
sub_contracting,Bidding & Contract Management,0.5393649339675903,DIM6,G3,G,False
submissions,Bidding & Contract Management,0.4087267518043518,DIM6,G3,G,False
subordinate,Labor Management & Employment,0.49725764989852905,ESS2,S1,S,False
subsidies,Fiscal Management & Sustainability,0.5275291204452515,DIM2_3,G2,G,False
subsidization,Fiscal Management & Sustainability,0.49933910369873047,DIM2_3,G2,G,False
subsidy,Fiscal Management & Sustainability,0.5470629334449768,DIM2_3,G2,G,False
substances,Workplace Health & Safety,0.5225508213043213,ESS2,S1,S,False
sufficient_capacity,Institutional Capacity,0.42658570408821106,DIM1,G1,G,False
sulfur,Emissions & Hazardous Pollutants,0.5011849999427795,ESS3_P,E1,E,False
sulfur_dioxide,Emissions & Hazardous Pollutants,0.6286482214927673,ESS3_P,E1,E,False
supervision_consultant,Bidding & Contract Management,0.49047228693962097,DIM6,G3,G,False
supervision_engineers,Safety Assessment & Standards,0.5340272188186646,ESS4,S2,S,False
supervisor,Labor Management & Employment,0.4836713671684265,ESS2,S1,S,False
supervisors,Labor Management & Employment,0.5062726140022278,ESS2,S1,S,False
supervisory,Labor Management & Employment,0.5044480562210083,ESS2,S1,S,False
supervisory_control,Operations & Performance,0.5964680910110474,DIM7,G4,G,False
supplier,Procurement Systems & Processes,0.5194718241691589,DIM6,G3,G,False
suppliers,Procurement Systems & Processes,0.4845823347568512,DIM6,G3,G,False
supply_companies,Bidding & Contract Management,0.6014015078544617,DIM6,G3,G,False
supply_facilities,Procurement Systems & Processes,0.5641161799430847,DIM6,G3,G,False
supply_services,Procurement Systems & Processes,0.632413923740387,DIM6,G3,G,False
supply_system,Energy Efficiency,0.4849424362182617,ESS3_R,E2,E,False
supply_systems,Energy Efficiency,0.5402641296386719,ESS3_R,E2,E,False
surface_water,Water Resources & Conservation,0.6660328507423401,ESS3_R,E2,E,False
surpluses,Fiscal Management & Sustainability,0.5927568078041077,DIM2_3,G2,G,False
surveillance,Workplace Health & Safety,0.5111072063446045,ESS2,S1,S,False
survival,Workplace Health & Safety,0.5908467769622803,ESS2,S1,S,False
sustainable_development,Habitats & Ecosystems,0.5782965421676636,ESS6,E3,E,False
sustainable_management,Habitats & Ecosystems,0.6059318780899048,ESS6,E3,E,False
system_rehabilitation,Operations & Performance,0.6121268272399902,DIM7,G4,G,False
system_reliability,Safety Assessment & Standards,0.5872644782066345,ESS4,S2,S,False
systemic,Institutional Capacity,0.48083582520484924,DIM1,G1,G,False
tariff,Fiscal Management & Sustainability,0.43429335951805115,DIM2_3,G2,G,False
tariff_increase,Economic Efficiency & Benefits,0.4703288674354553,DIM2_3,G2,G,False
tariff_increases,Economic Efficiency & Benefits,0.48110342025756836,DIM2_3,G2,G,False
tariff_level,Economic Efficiency & Benefits,0.45039066672325134,DIM2_3,G2,G,False
tariff_levels,Economic Efficiency & Benefits,0.4613673686981201,DIM2_3,G2,G,False
tariff_policy,Economic Efficiency & Benefits,0.510647714138031,DIM2_3,G2,G,False
tariff_setting,Bidding & Contract Management,0.43431323766708374,DIM6,G3,G,False
tariff_structure,Economic Efficiency & Benefits,0.4933180510997772,DIM2_3,G2,G,False
tariff_study,Economic Efficiency & Benefits,0.5433930158615112,DIM2_3,G2,G,False
tariffs,Fiscal Management & Sustainability,0.44285300374031067,DIM2_3,G2,G,False
tax,Fiscal Management & Sustainability,0.40649670362472534,DIM2_3,G2,G,False
taxation,Fiscal Management & Sustainability,0.5086735486984253,DIM2_3,G2,G,False
taxes,Fiscal Management & Sustainability,0.4526980519294739,DIM2_3,G2,G,False
technical_audit,Safety Assessment & Standards,0.639721155166626,ESS4,S2,S,False
technical_audits,Safety Assessment & Standards,0.6158442497253418,ESS4,S2,S,False
technical_standards,Safety Assessment & Standards,0.6471824645996094,ESS4,S2,S,False
techno_economic,Economic Efficiency & Benefits,0.5991727709770203,DIM2_3,G2,G,False
temporary_land,Land Acquisition & Property Rights,0.6576508283615112,ESS5,S3,S,False
tenants,Land Acquisition & Property Rights,0.4134526252746582,ESS5,S3,S,False
tender_process,Bidding & Contract Management,0.7093658447265625,DIM6,G3,G,False
tenure,Labor Management & Employment,0.49142152070999146,ESS2,S1,S,False
termination,Labor Management & Employment,0.531280517578125,ESS2,S1,S,False
terns,Species & Wildlife,0.41785532236099243,ESS6,E3,E,False
terra,Habitats & Ecosystems,0.4247772991657257,ESS6,E3,E,False
terrestrial,Species & Wildlife,0.47721537947654724,ESS6,E3,E,False
territorial,Indigenous Peoples,0.5368154644966125,ESS7,S4,S,False
territories,Indigenous Peoples,0.5454028248786926,ESS7,S4,S,False
territory,Land Acquisition & Property Rights,0.6317262649536133,ESS5,S3,S,False
theft,Accountability & Integrity,0.6264373660087585,DIM8_9,G5,G,False
thermal,Energy Efficiency,0.43458807468414307,ESS3_R,E2,E,False
thermal_generation,Energy Efficiency,0.5695043802261353,ESS3_R,E2,E,False
thermal_plant,Energy Efficiency,0.5620788931846619,ESS3_R,E2,E,False
thermal_plants,Energy Efficiency,0.5549419522285461,ESS3_R,E2,E,False
thermal_power,Energy Efficiency,0.6363054513931274,ESS3_R,E2,E,False
thermal_power_generation,Energy Efficiency,0.6595547199249268,ESS3_R,E2,E,False
thermal_power_plant,Energy Efficiency,0.5870545506477356,ESS3_R,E2,E,False
thermal_power_plants,Energy Efficiency,0.5984182357788086,ESS3_R,E2,E,False
thermal_power_stations,Energy Efficiency,0.5796223878860474,ESS3_R,E2,E,False
third_party,Bidding & Contract Management,0.46140041947364807,DIM6,G3,G,False
threat,Workplace Health & Safety,0.6202473044395447,ESS2,S1,S,False
threats,Workplace Health & Safety,0.6835049986839294,ESS2,S1,S,False
three_phase,Energy Efficiency,0.42795777320861816,ESS3_R,E2,E,False
time_bound_action_plan,Strategic Plan,0.4433797001838684,DIM1,G1,G,False
time_savings,Economic Efficiency & Benefits,0.5152086615562439,DIM2_3,G2,G,False
titleholders,Land Acquisition & Property Rights,0.4218581020832062,ESS5,S3,S,False
toilet,Waste Management & Disposal,0.43919438123703003,ESS3_P,E1,E,False
toilets,Waste Management & Disposal,0.45293715596199036,ESS3_P,E1,E,False
tombs,Cultural Heritage,0.4177837371826172,ESS8,S5,S,False
topographic,Habitats & Ecosystems,0.40886977314949036,ESS6,E3,E,False
topographical,Habitats & Ecosystems,0.4613931179046631,ESS6,E3,E,False
topography,Cultural Heritage,0.4013744294643402,ESS8,S5,S,False
total_cost,Cost Analysis & Valuation,0.5723377466201782,DIM2_3,G2,G,False
total_costs,Cost Analysis & Valuation,0.6112424731254578,DIM2_3,G2,G,False
total_debt,Fiscal Management & Sustainability,0.5137659311294556,DIM2_3,G2,G,False
total_debt_service,Fiscal Management & Sustainability,0.5026503205299377,DIM2_3,G2,G,False
total_energy,Energy Efficiency,0.6354032754898071,ESS3_R,E2,E,False
total_expenditures,Fiscal Management & Sustainability,0.7069000005722046,DIM2_3,G2,G,False
total_financing,Fiscal Management & Sustainability,0.5569514632225037,DIM2_3,G2,G,False
total_land,Land Acquisition & Property Rights,0.6425215601921082,ESS5,S3,S,False
total_project_cost,Cost Analysis & Valuation,0.5756998658180237,DIM2_3,G2,G,False
total_project_costs,Cost Analysis & Valuation,0.5735414028167725,DIM2_3,G2,G,False
total_revenues,Fiscal Management & Sustainability,0.468445360660553,DIM2_3,G2,G,False
tourism,Cultural Heritage,0.5317772626876831,ESS8,S5,S,False
trade_offs,Economic Efficiency & Benefits,0.4517379105091095,DIM2_3,G2,G,False
traditional_local,Indigenous Peoples,0.4634476602077484,ESS7,S4,S,False
traffic,Accidents & Hazards,0.538608968257904,ESS4,S2,S,False
traffic_accident,Accidents & Hazards,0.715618371963501,ESS4,S2,S,False
traffic_accidents,Accidents & Hazards,0.7432801127433777,ESS4,S2,S,False
traffic_congestion,Accidents & Hazards,0.6129305958747864,ESS4,S2,S,False
traffic_diversion,Accidents & Hazards,0.5385847687721252,ESS4,S2,S,False
traffic_flow,Accidents & Hazards,0.5457804203033447,ESS4,S2,S,False
traffic_flows,Accidents & Hazards,0.5409153699874878,ESS4,S2,S,False
traffic_police,Accidents & Hazards,0.5565242171287537,ESS4,S2,S,False
traffic_related,Accidents & Hazards,0.6015005707740784,ESS4,S2,S,False
traffic_safety,Accidents & Hazards,0.7195063233375549,ESS4,S2,S,False
traffics,Accidents & Hazards,0.5328270792961121,ESS4,S2,S,False
trainees,Labor Management & Employment,0.4913468062877655,ESS2,S1,S,False
transaction,Bidding & Contract Management,0.4494246542453766,DIM6,G3,G,False
transaction_based,Bidding & Contract Management,0.4072103500366211,DIM6,G3,G,False
transactions,Bidding & Contract Management,0.4659430682659149,DIM6,G3,G,False
transmission_grid,Energy Efficiency,0.45562615990638733,ESS3_R,E2,E,False
transmission_systems,Energy Efficiency,0.45621657371520996,ESS3_R,E2,E,False
transparency,Transparency & Disclosure,0.4920101761817932,DIM8_9,G5,G,False
transparent,Transparency & Disclosure,0.40040111541748047,DIM8_9,G5,G,False
transport_cost,Cost Analysis & Valuation,0.508525550365448,DIM2_3,G2,G,False
transport_costs,Cost Analysis & Valuation,0.5380481481552124,DIM2_3,G2,G,False
transport_strategy,Strategic Plan,0.4254678785800934,DIM1,G1,G,False
travel_time_savings,Cost Analysis & Valuation,0.4233148694038391,DIM2_3,G2,G,False
treatment_plant,Pest & Vector Management,0.5655914545059204,ESS3_P,E1,E,False
treatment_plants,Pest & Vector Management,0.6039522290229797,ESS3_P,E1,E,False
treaty,Dispute Resolution,0.48701798915863037,DIM7,G4,G,False
tree,Forestry & Forest Management,0.6402081251144409,ESS6,E3,E,False
trees,Forestry & Forest Management,0.7549838423728943,ESS6,E3,E,False
trial,Accountability & Integrity,0.41985201835632324,DIM8_9,G5,G,False
tribal,Indigenous Peoples,0.8017184138298035,ESS7,S4,S,False
tropical,Habitats & Ecosystems,0.4373306334018707,ESS6,E3,E,False
tumor,Disease & Health Risks,0.45329079031944275,ESS4,S2,S,False
unaudited_financial_reports,Transparency & Disclosure,0.40564829111099243,DIM8_9,G5,G,False
unauthorized,Accountability & Integrity,0.45408880710601807,DIM8_9,G5,G,False
under_funded,Fiscal Management & Sustainability,0.5040040016174316,DIM2_3,G2,G,False
under_funding,Fiscal Management & Sustainability,0.5728365778923035,DIM2_3,G2,G,False
under_investment,Fiscal Management & Sustainability,0.5295789837837219,DIM2_3,G2,G,False
under_utilization,Operations & Performance,0.570221483707428,DIM7,G4,G,False
under_utilized,Operations & Performance,0.4312501847743988,DIM7,G4,G,False
underinvestment,Fiscal Management & Sustainability,0.4695723354816437,DIM2_3,G2,G,False
underperformance,Operations & Performance,0.47280630469322205,DIM7,G4,G,False
underperformance_based,Operations & Performance,0.4993538558483124,DIM7,G4,G,False
uneconomic,Economic Efficiency & Benefits,0.4307551085948944,DIM2_3,G2,G,False
uneconomical,Economic Efficiency & Benefits,0.42207226157188416,DIM2_3,G2,G,False
unemployment,Labor Management & Employment,0.6627403497695923,ESS2,S1,S,False
unification,Institutional Capacity,0.43360817432403564,DIM1,G1,G,False
union,Labor Management & Employment,0.5127898454666138,ESS2,S1,S,False
unions,Labor Management & Employment,0.5265079140663147,ESS2,S1,S,False
unit_cost,Cost Analysis & Valuation,0.5580178499221802,DIM2_3,G2,G,False
unit_costs,Cost Analysis & Valuation,0.5849475264549255,DIM2_3,G2,G,False
unit_price,Bidding & Contract Management,0.42047762870788574,DIM6,G3,G,False
unnerved_energy,Energy Efficiency,0.6134545207023621,ESS3_R,E2,E,False
unpaid,Labor Management & Employment,0.5261700749397278,ESS2,S1,S,False
unproductive,Economic Efficiency & Benefits,0.41937413811683655,DIM2_3,G2,G,False
unrest,Grievance Mechanisms,0.5442150831222534,ESS2,S1,S,False
unsafe,Safety Assessment & Standards,0.5856556296348572,ESS4,S2,S,False
unsatisfactory,Grievance Mechanisms,0.4619758129119873,ESS2,S1,S,False
unsatisfied,Grievance Mechanisms,0.4138564169406891,ESS2,S1,S,False
unsustainable,Fiscal Management & Sustainability,0.41568219661712646,DIM2_3,G2,G,False
untreated,Disease & Health Risks,0.4645245373249054,ESS4,S2,S,False
urban_environment,Habitats & Ecosystems,0.6507580280303955,ESS6,E3,E,False
urban_water,Water Resources & Conservation,0.724162220954895,ESS3_R,E2,E,False
urban_water_supply,Water Resources & Conservation,0.7626718878746033,ESS3_R,E2,E,False
use_efficiency,Economic Efficiency & Benefits,0.6858440041542053,DIM2_3,G2,G,False
user_charges,Bidding & Contract Management,0.5038337707519531,DIM6,G3,G,False
user_costs,Cost Analysis & Valuation,0.5854719281196594,DIM2_3,G2,G,False
user_funded,Fiscal Management & Sustainability,0.5286749601364136,DIM2_3,G2,G,False
utilities,Energy Efficiency,0.49521684646606445,ESS3_R,E2,E,False
utility_companies,Energy Efficiency,0.5173386335372925,ESS3_R,E2,E,False
utility_management,Operations & Performance,0.6311008334159851,DIM7,G4,G,False
vacancies,Labor Management & Employment,0.47778621315956116,ESS2,S1,S,False
valuation,Cost Analysis & Valuation,0.513271152973175,DIM2_3,G2,G,False
valuations,Cost Analysis & Valuation,0.5109368562698364,DIM2_3,G2,G,False
value_added,Economic Efficiency & Benefits,0.5068480372428894,DIM2_3,G2,G,False
vegetation,Forestry & Forest Management,0.6172072291374207,ESS6,E3,E,False
vegetative,Species & Wildlife,0.44890543818473816,ESS6,E3,E,False
vehicle_emissions,Emissions & Hazardous Pollutants,0.6613449454307556,ESS3_P,E1,E,False
vehicle_inspection,Safety Assessment & Standards,0.6445726156234741,ESS4,S2,S,False
vehicle_operating_cost,Cost Analysis & Valuation,0.6214165091514587,DIM2_3,G2,G,False
vehicle_operating_costs,Cost Analysis & Valuation,0.6447139978408813,DIM2_3,G2,G,False
vehicles,Accidents & Hazards,0.5007074475288391,ESS4,S2,S,False
vendor,Bidding & Contract Management,0.5315232276916504,DIM6,G3,G,False
vendors,Bidding & Contract Management,0.5296977758407593,DIM6,G3,G,False
victims,Workplace Health & Safety,0.5271833539009094,ESS2,S1,S,False
village,Indigenous Peoples,0.5572043657302856,ESS7,S4,S,False
village_level,Indigenous Peoples,0.4909942150115967,ESS7,S4,S,False
village_specific,Indigenous Peoples,0.5243569612503052,ESS7,S4,S,False
villagers,Indigenous Peoples,0.5675177574157715,ESS7,S4,S,False
villages,Indigenous Peoples,0.6011919379234314,ESS7,S4,S,False
violations,Accountability & Integrity,0.694473922252655,DIM8_9,G5,G,False
violence,Workplace Health & Safety,0.6240668296813965,ESS2,S1,S,False
vocational,Labor Management & Employment,0.47794175148010254,ESS2,S1,S,False
voltage,Energy Efficiency,0.4595966339111328,ESS3_R,E2,E,False
vulnerability,Accountability & Integrity,0.5522328615188599,DIM8_9,G5,G,False
wage,Labor Management & Employment,0.605678915977478,ESS2,S1,S,False
warnings,Workplace Health & Safety,0.5295128226280212,ESS2,S1,S,False
warrant,Accountability & Integrity,0.4302052855491638,DIM8_9,G5,G,False
warrants,Accountability & Integrity,0.4900442659854889,DIM8_9,G5,G,False
wastage,Waste Management & Disposal,0.5139859914779663,ESS3_P,E1,E,False
waste_collection,Waste Management & Disposal,0.8189436793327332,ESS3_P,E1,E,False
waste_disposal,Waste Management & Disposal,0.8758575320243835,ESS3_P,E1,E,False
waste_management,Waste Management & Disposal,0.804729700088501,ESS3_P,E1,E,False
waste_treatment,Waste Management & Disposal,0.8137301206588745,ESS3_P,E1,E,False
wasteful,Waste Management & Disposal,0.6135141849517822,ESS3_P,E1,E,False
wasteland,Waste Management & Disposal,0.4902774691581726,ESS3_P,E1,E,False
wastepaper_collection,Waste Management & Disposal,0.6632991433143616,ESS3_P,E1,E,False
wastepaper_component,Waste Management & Disposal,0.4854423403739929,ESS3_P,E1,E,False
wastepaper_management,Waste Management & Disposal,0.7110273838043213,ESS3_P,E1,E,False
wastepaper_services,Waste Management & Disposal,0.6881473064422607,ESS3_P,E1,E,False
wastepaper_systems,Waste Management & Disposal,0.7188439965248108,ESS3_P,E1,E,False
wastepaper_tariff,Waste Management & Disposal,0.6279115676879883,ESS3_P,E1,E,False
wastepaper_tariffs,Waste Management & Disposal,0.6019625067710876,ESS3_P,E1,E,False
wastepaper_treatment,Waste Management & Disposal,0.6462510228157043,ESS3_P,E1,E,False
wastepaper_treatment_facilities,Waste Management & Disposal,0.6382724642753601,ESS3_P,E1,E,False
wastepaper_treatment_plant,Waste Management & Disposal,0.5374979376792908,ESS3_P,E1,E,False
wastepaper_treatment_plants,Waste Management & Disposal,0.5322070121765137,ESS3_P,E1,E,False
wastewater,Water Resources & Conservation,0.5655178427696228,ESS3_R,E2,E,False
wastewater_treatment,Water Resources & Conservation,0.6752243638038635,ESS3_R,E2,E,False
water,Water Resources & Conservation,0.6463976502418518,ESS3_R,E2,E,False
water_bills,Water Resources & Conservation,0.7431937456130981,ESS3_R,E2,E,False
water_bodies,Water Resources & Conservation,0.7110961675643921,ESS3_R,E2,E,False
water_borne,Water Resources & Conservation,0.6861158609390259,ESS3_R,E2,E,False
water_charges,Water Resources & Conservation,0.6895913481712341,ESS3_R,E2,E,False
water_companies,Water Resources & Conservation,0.7414056658744812,ESS3_R,E2,E,False
water_company,Water Resources & Conservation,0.7218706607818604,ESS3_R,E2,E,False
water_connections,Water Resources & Conservation,0.7371155619621277,ESS3_R,E2,E,False
water_distribution,Water Resources & Conservation,0.7983733415603638,ESS3_R,E2,E,False
water_intake,Water Resources & Conservation,0.8293014168739319,ESS3_R,E2,E,False
water_level,Water Resources & Conservation,0.7322298288345337,ESS3_R,E2,E,False
water_logging,Water Resources & Conservation,0.6952200531959534,ESS3_R,E2,E,False
water_losses,Water Resources & Conservation,0.8171693086624146,ESS3_R,E2,E,False
water_management,Water Resources & Conservation,0.8588738441467285,ESS3_R,E2,E,False
water_meters,Water Resources & Conservation,0.7894032597541809,ESS3_R,E2,E,False
water_networks,Water Resources & Conservation,0.7083463668823242,ESS3_R,E2,E,False
water_pollution,Water Resources & Conservation,0.7875785827636719,ESS3_R,E2,E,False
water_production,Water Resources & Conservation,0.8463687300682068,ESS3_R,E2,E,False
water_quality_monitoring,Water Resources & Conservation,0.7035142779350281,ESS3_R,E2,E,False
water_quality_standards,Water Resources & Conservation,0.6532102227210999,ESS3_R,E2,E,False
water_related,Water Resources & Conservation,0.7506198883056641,ESS3_R,E2,E,False
water_resource,Water Resources & Conservation,0.8728544116020203,ESS3_R,E2,E,False
water_resource_management,Water Resources & Conservation,0.8036487102508545,ESS3_R,E2,E,False
water_resources_development,Water Resources & Conservation,0.7610577344894409,ESS3_R,E2,E,False
water_resources_management,Water Resources & Conservation,0.789957582950592,ESS3_R,E2,E,False
water_sales,Water Resources & Conservation,0.7058236002922058,ESS3_R,E2,E,False
water_sanitation,Water Resources & Conservation,0.7823584675788879,ESS3_R,E2,E,False
water_savings,Water Resources & Conservation,0.8125491738319397,ESS3_R,E2,E,False
water_sector,Water Resources & Conservation,0.7537447214126587,ESS3_R,E2,E,False
water_service,Water Resources & Conservation,0.7791719436645508,ESS3_R,E2,E,False
water_services,Water Resources & Conservation,0.7736324667930603,ESS3_R,E2,E,False
water_source,Water Resources & Conservation,0.8584389686584473,ESS3_R,E2,E,False
water_sources,Water Resources & Conservation,0.849573016166687,ESS3_R,E2,E,False
water_storage,Water Resources & Conservation,0.7881038188934326,ESS3_R,E2,E,False
water_supply,Water Resources & Conservation,0.8789658546447754,ESS3_R,E2,E,False
water_supply_companies,Water Resources & Conservation,0.6975447535514832,ESS3_R,E2,E,False
water_supply_component,Water Resources & Conservation,0.6896150708198547,ESS3_R,E2,E,False
water_supply_facilities,Water Resources & Conservation,0.7445579171180725,ESS3_R,E2,E,False
water_supply_investments,Water Resources & Conservation,0.7721817493438721,ESS3_R,E2,E,False
water_supply_network,Water Resources & Conservation,0.6824042201042175,ESS3_R,E2,E,False
water_supply_project,Water Resources & Conservation,0.7446495294570923,ESS3_R,E2,E,False
water_supply_projects,Water Resources & Conservation,0.7621694207191467,ESS3_R,E2,E,False
water_supply_schemes,Water Resources & Conservation,0.7265279293060303,ESS3_R,E2,E,False
water_supply_sector,Water Resources & Conservation,0.7650010585784912,ESS3_R,E2,E,False
water_supply_service,Water Resources & Conservation,0.7372518181800842,ESS3_R,E2,E,False
water_supply_services,Water Resources & Conservation,0.7486156225204468,ESS3_R,E2,E,False
water_supply_system,Water Resources & Conservation,0.764930248260498,ESS3_R,E2,E,False
water_supply_systems,Water Resources & Conservation,0.7512745261192322,ESS3_R,E2,E,False
water_system,Water Resources & Conservation,0.8369718194007874,ESS3_R,E2,E,False
water_systems,Water Resources & Conservation,0.8388528823852539,ESS3_R,E2,E,False
water_table,Water Resources & Conservation,0.7390629053115845,ESS3_R,E2,E,False
water_tariff,Water Resources & Conservation,0.768298327922821,ESS3_R,E2,E,False
water_tariffs,Water Resources & Conservation,0.7688599824905396,ESS3_R,E2,E,False
water_transmission,Water Resources & Conservation,0.7152206301689148,ESS3_R,E2,E,False
water_treatment,Water Resources & Conservation,0.8197330832481384,ESS3_R,E2,E,False
water_treatment_plant,Water Resources & Conservation,0.6867279410362244,ESS3_R,E2,E,False
water_treatment_plants,Water Resources & Conservation,0.6580758094787598,ESS3_R,E2,E,False
water_user,Water Resources & Conservation,0.7290274500846863,ESS3_R,E2,E,False
water_users,Water Resources & Conservation,0.7682018280029297,ESS3_R,E2,E,False
water_utilities,Water Resources & Conservation,0.8368390798568726,ESS3_R,E2,E,False
water_utility,Water Resources & Conservation,0.8766422271728516,ESS3_R,E2,E,False
waterborne,Water Resources & Conservation,0.4327276051044464,ESS3_R,E2,E,False
watercourse,Water Resources & Conservation,0.4940026104450226,ESS3_R,E2,E,False
watercourses,Water Resources & Conservation,0.4998254179954529,ESS3_R,E2,E,False
waterlogging,Accidents & Hazards,0.5509219169616699,ESS4,S2,S,False
waters,Water Resources & Conservation,0.6026286482810974,ESS3_R,E2,E,False
watershed,Water Resources & Conservation,0.4459082782268524,ESS3_R,E2,E,False
watersheds,Water Resources & Conservation,0.4471171200275421,ESS3_R,E2,E,False
waterway,Water Resources & Conservation,0.41882699728012085,ESS3_R,E2,E,False
waterway_transport,Water Resources & Conservation,0.5360615253448486,ESS3_R,E2,E,False
waterways,Water Resources & Conservation,0.49999579787254333,ESS3_R,E2,E,False
waterworks,Water Resources & Conservation,0.5302518606185913,ESS3_R,E2,E,False
weighted_average_cost,Cost Analysis & Valuation,0.5473471879959106,DIM2_3,G2,G,False
well_coordinated,Institutional Capacity,0.48894116282463074,DIM1,G1,G,False
well_maintained,Operations & Performance,0.499744713306427,DIM7,G4,G,False
well_managed,Operations & Performance,0.49669787287712097,DIM7,G4,G,False
well_organized,Operations & Performance,0.4923320412635803,DIM7,G4,G,False
well_staffed,Labor Management & Employment,0.511805534362793,ESS2,S1,S,False
well_structured,Institutional Capacity,0.4239619970321655,DIM1,G1,G,False
wetland,Habitats & Ecosystems,0.526032567024231,ESS6,E3,E,False
wetlands,Habitats & Ecosystems,0.5631483793258667,ESS6,E3,E,False
wholesale_electricity,Energy Efficiency,0.579277515411377,ESS3_R,E2,E,False
wholly_owned,Land Acquisition & Property Rights,0.4456658959388733,ESS5,S3,S,False
wildlife,Species & Wildlife,0.6464651823043823,ESS6,E3,E,False
wind_power,Energy Efficiency,0.6758849620819092,ESS3_R,E2,E,False
wood,Forestry & Forest Management,0.6001650094985962,ESS6,E3,E,False
wooden,Forestry & Forest Management,0.48333433270454407,ESS6,E3,E,False
woods,Forestry & Forest Management,0.670700192451477,ESS6,E3,E,False
work_related,Labor Management & Employment,0.6363874673843384,ESS2,S1,S,False
workforce,Labor Management & Employment,0.6040878891944885,ESS2,S1,S,False
working_conditions,Labor Management & Employment,0.6401824951171875,ESS2,S1,S,False
workplace,Labor Management & Employment,0.5870099067687988,ESS2,S1,S,False
works_contract,Bidding & Contract Management,0.6112337112426758,DIM6,G3,G,False
works_contracts,Bidding & Contract Management,0.6556292176246643,DIM6,G3,G,False
write_offs,Cost Analysis & Valuation,0.4628773331642151,DIM2_3,G2,G,False
disease_vector_control,Pest & Vector Management,1.0,ESS3_P,E1,E,True
malaria_control,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pest_control,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pest_control_products,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pest_management,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pest_management_plan,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pest_products,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pesticide_products,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pesticides,Pest & Vector Management,1.0,ESS3_P,E1,E,True
pests,Pest & Vector Management,1.0,ESS3_P,E1,E,True
vector_control,Pest & Vector Management,1.0,ESS3_P,E1,E,True
assimilative_capacity,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
disposal,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
recycling,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
waste,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
disposal_site,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
wastes,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
disposal_sites,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
e_waste,Waste Management & Disposal,1.0,ESS3_P,E1,E,True
climate_change,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
greenhouse_gases,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
greenhouse_gasses,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
global_warming,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
emissions,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
dioxide,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
air_pollution,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
climate_pollutants,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
climate_nuisance_odors,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
historical_pollution,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
long_lived_climate_pollutants,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
carcinogenicity,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
carbon,Emissions & Hazardous Pollutants,1.0,ESS3_P,E1,E,True
